student_id,subject_name,subject_code,semester,archetype,subject_score,attendance,lab_performance,previous_related_score,cgpa,credits,is_practical,class_avg_score,trend_indicator,weakness_severity,needs_intervention
STU_01171,AI Laboratory,ITLBC711,7,average,67.2,88.7,80.2,41.2,6.3,1,1,61.8,0,1,0
STU_01171,Data Analytics Lab,ITLBC712,7,average,49.7,86.1,66.2,39.1,6.3,1,1,61.8,1,1,0
STU_01172,Engineering Mathematics-III,MATH301,3,average,51.1,70.5,63.5,68.5,4.73,4,0,56.3,0,1,0
STU_01172,Data Structures and Algorithms,DSA301,3,average,45.9,66.5,47.9,56.5,4.73,4,0,56.3,0,2,0
STU_01172,Database Management Systems,DBMS301,3,average,37.0,64.1,30.6,51.1,4.73,4,0,56.3,0,2,1
STU_01172,Digital Logic & Design,DLDA301,3,average,25.9,67.0,17.6,53.9,4.73,4,0,56.3,0,3,1
STU_01172,Python Programming,PYTHON301,3,average,45.4,55.1,42.1,58.2,4.73,2,1,56.3,1,1,0
STU_01172,DSA Laboratory,DSAL301,3,average,57.8,65.6,65.9,56.6,4.73,1,1,56.3,0,1,0
STU_01173,Automata Theory,ITPCC509,5,strong,78.3,95.9,62.1,82.4,8.24,4,0,65.3,-1,0,0
STU_01173,Design & Analysis of Algorithms,ITPCC501,5,strong,59.4,87.7,36.3,70.4,8.24,3,0,65.3,0,1,0
STU_01173,Cloud Computing Laboratory,ITLBC506,5,strong,75.4,80.0,75.6,76.8,8.24,1,1,65.3,0,0,0
STU_01173,Mobile App Development Lab,ITLBC507,5,strong,75.0,81.2,100.0,50.7,8.24,1,1,65.3,0,0,0
STU_01174,Engineering Mathematics-III,MATH301,3,topper,79.2,100.0,92.5,53.5,8.27,4,0,52.6,0,0,0
STU_01174,Data Structures and Algorithms,DSA301,3,topper,78.6,99.8,62.3,74.9,8.27,4,0,52.6,0,0,0
STU_01174,Database Management Systems,DBMS301,3,topper,76.5,85.6,74.5,64.5,8.27,4,0,52.6,1,0,0
STU_01174,Digital Logic & Design,DLDA301,3,topper,83.8,100.0,60.7,78.3,8.27,4,0,52.6,0,0,0
STU_01174,Python Programming,PYTHON301,3,topper,92.8,98.8,81.8,74.1,8.27,2,1,52.6,0,0,0
STU_01174,DSA Laboratory,DSAL301,3,topper,83.9,97.8,72.3,75.2,8.27,1,1,52.6,1,0,0
STU_01175,Engineering Mathematics-IV,MATH401,4,above_avg,52.8,88.7,48.4,19.5,6.83,4,0,67.8,1,2,1
STU_01175,Operating Systems,OS401,4,above_avg,43.8,84.2,52.0,63.1,6.83,4,0,67.8,0,2,1
STU_01175,Computer Networks,CN401,4,above_avg,48.1,89.8,69.6,54.2,6.83,4,0,67.8,1,2,0
STU_01175,Software Engineering,SE401,4,above_avg,49.8,92.6,44.3,48.7,6.83,4,0,67.8,-1,1,0
STU_01175,Microcontroller & Embedded Systems,MES401,4,above_avg,34.5,87.0,22.6,49.9,6.83,4,0,67.8,1,2,1
STU_01175,Microcontroller Lab,MESL401,4,above_avg,55.4,71.6,60.7,53.9,6.83,1,1,67.8,0,1,0
STU_01175,Computer Networks Lab,CNL401,4,above_avg,71.4,85.8,79.0,54.4,6.83,1,1,67.8,1,0,0
STU_01176,Engineering Mathematics-III,MATH301,3,above_avg,59.4,82.2,52.2,33.6,5.88,4,0,58.7,-1,1,0
STU_01176,Data Structures and Algorithms,DSA301,3,above_avg,44.1,71.8,55.0,43.1,5.88,4,0,58.7,1,2,0
STU_01176,Database Management Systems,DBMS301,3,above_avg,69.5,81.2,75.3,35.3,5.88,4,0,58.7,0,0,0
STU_01176,Digital Logic & Design,DLDA301,3,above_avg,44.5,61.7,31.6,66.8,5.88,4,0,58.7,1,3,1
STU_01176,Python Programming,PYTHON301,3,above_avg,65.3,70.0,86.1,50.3,5.88,2,1,58.7,0,0,0
STU_01176,DSA Laboratory,DSAL301,3,above_avg,72.5,65.5,95.5,62.9,5.88,1,1,58.7,0,0,0
STU_01177,Engineering Mathematics-III,MATH301,3,strong,78.4,88.0,42.9,58.6,6.73,4,0,71.2,1,0,0
STU_01177,Data Structures and Algorithms,DSA301,3,strong,61.5,91.9,55.6,76.8,6.73,4,0,71.2,1,1,0
STU_01177,Database Management Systems,DBMS301,3,strong,73.0,85.9,85.1,46.8,6.73,4,0,71.2,0,0,0
STU_01177,Digital Logic & Design,DLDA301,3,strong,60.2,68.8,48.8,68.2,6.73,4,0,71.2,0,1,0
STU_01177,Python Programming,PYTHON301,3,strong,85.3,100.0,73.6,62.6,6.73,2,1,71.2,0,0,0
STU_01177,DSA Laboratory,DSAL301,3,strong,69.9,100.0,89.7,64.8,6.73,1,1,71.2,0,0,0
STU_01178,Automata Theory,ITPCC509,5,average,37.6,67.6,32.7,44.9,5.16,4,0,52.8,0,2,1
STU_01178,Design & Analysis of Algorithms,ITPCC501,5,average,32.9,82.5,12.8,58.9,5.16,3,0,52.8,1,3,1
STU_01178,Cloud Computing Laboratory,ITLBC506,5,average,44.9,92.8,50.9,49.9,5.16,1,1,52.8,-1,1,0
STU_01178,Mobile App Development Lab,ITLBC507,5,average,69.7,67.3,86.9,36.6,5.16,1,1,52.8,0,0,0
STU_01179,Automata Theory,ITPCC509,5,above_avg,52.8,81.1,16.9,47.0,5.7,4,0,58.7,0,1,0
STU_01179,Design & Analysis of Algorithms,ITPCC501,5,above_avg,51.4,70.9,7.4,62.7,5.7,3,0,58.7,1,1,0
STU_01179,Cloud Computing Laboratory,ITLBC506,5,above_avg,46.1,63.9,50.0,42.4,5.7,1,1,58.7,0,2,0
STU_01179,Mobile App Development Lab,ITLBC507,5,above_avg,49.5,81.4,63.2,50.5,5.7,1,1,58.7,-1,1,0
STU_01180,Engineering Mathematics-III,MATH301,3,topper,76.2,94.0,95.5,72.3,7.51,4,0,59.0,0,0,0
STU_01180,Data Structures and Algorithms,DSA301,3,topper,82.2,89.4,59.0,58.2,7.51,4,0,59.0,-1,0,0
STU_01180,Database Management Systems,DBMS301,3,topper,75.0,100.0,42.6,67.9,7.51,4,0,59.0,1,0,0
STU_01180,Digital Logic & Design,DLDA301,3,topper,80.5,86.6,85.4,76.2,7.51,4,0,59.0,0,0,0
STU_01180,Python Programming,PYTHON301,3,topper,92.6,89.9,100.0,61.5,7.51,2,1,59.0,-1,0,0
STU_01180,DSA Laboratory,DSAL301,3,topper,89.7,100.0,100.0,90.6,7.51,1,1,59.0,1,0,0
STU_01181,Engineering Mathematics-III,MATH301,3,strong,47.8,94.5,39.9,86.9,6.82,4,0,60.5,0,2,1
STU_01181,Data Structures and Algorithms,DSA301,3,strong,68.2,95.5,72.9,73.1,6.82,4,0,60.5,0,0,0
STU_01181,Database Management Systems,DBMS301,3,strong,67.6,88.1,78.5,77.8,6.82,4,0,60.5,-1,0,0
STU_01181,Digital Logic & Design,DLDA301,3,strong,52.6,92.2,15.5,71.3,6.82,4,0,60.5,0,1,0
STU_01181,Python Programming,PYTHON301,3,strong,71.6,92.5,77.6,57.3,6.82,2,1,60.5,0,0,0
STU_01181,DSA Laboratory,DSAL301,3,strong,82.6,100.0,84.9,54.2,6.82,1,1,60.5,1,0,0
STU_01182,Engineering Mathematics-IV,MATH401,4,above_avg,54.5,83.6,49.1,29.6,7.57,4,0,50.4,1,2,1
STU_01182,Operating Systems,OS401,4,above_avg,34.2,100.0,33.3,50.3,7.57,4,0,50.4,0,2,0
STU_01182,Computer Networks,CN401,4,above_avg,60.3,78.3,63.2,63.7,7.57,4,0,50.4,0,0,0
STU_01182,Software Engineering,SE401,4,above_avg,49.1,86.5,40.9,49.1,7.57,4,0,50.4,1,1,0
STU_01182,Microcontroller & Embedded Systems,MES401,4,above_avg,47.0,77.7,34.9,53.0,7.57,4,0,50.4,-1,2,1
STU_01182,Microcontroller Lab,MESL401,4,above_avg,82.7,85.9,82.4,36.4,7.57,1,1,50.4,0,0,0
STU_01182,Computer Networks Lab,CNL401,4,above_avg,75.3,95.0,100.0,65.3,7.57,1,1,50.4,0,0,0
STU_01183,Engineering Mathematics-IV,MATH401,4,failing,2.0,10.7,0.0,2.0,2.63,4,0,57.4,0,4,1
STU_01183,Operating Systems,OS401,4,failing,2.0,13.4,0.0,17.9,2.63,4,0,57.4,-1,4,1
STU_01183,Computer Networks,CN401,4,failing,2.7,18.4,0.0,15.7,2.63,4,0,57.4,0,4,1
STU_01183,Software Engineering,SE401,4,failing,15.3,15.4,24.5,5.0,2.63,4,0,57.4,-1,4,1
STU_01183,Microcontroller & Embedded Systems,MES401,4,failing,2.0,8.2,0.0,5.0,2.63,4,0,57.4,0,4,1
STU_01183,Microcontroller Lab,MESL401,4,failing,2.0,15.0,10.5,5.0,2.63,1,1,57.4,-1,4,1
STU_01183,Computer Networks Lab,CNL401,4,failing,2.0,6.0,0.0,5.0,2.63,1,1,57.4,-1,4,1
STU_01184,Engineering Mathematics-III,MATH301,3,average,26.1,67.8,37.2,49.8,5.7,4,0,63.8,0,3,1
STU_01184,Data Structures and Algorithms,DSA301,3,average,21.8,64.0,27.2,46.4,5.7,4,0,63.8,0,4,1
STU_01184,Database Management Systems,DBMS301,3,average,42.0,77.9,74.3,49.0,5.7,4,0,63.8,0,2,0
STU_01184,Digital Logic & Design,DLDA301,3,average,55.4,88.8,26.6,54.4,5.7,4,0,63.8,1,0,0
STU_01184,Python Programming,PYTHON301,3,average,65.2,94.9,57.8,59.0,5.7,2,1,63.8,0,0,0
STU_01184,DSA Laboratory,DSAL301,3,average,51.5,76.4,81.5,54.2,5.7,1,1,63.8,0,1,0
STU_01185,Engineering Mathematics-III,MATH301,3,above_avg,48.0,72.2,33.2,75.2,7.24,4,0,55.8,0,2,0
STU_01185,Data Structures and Algorithms,DSA301,3,above_avg,57.5,70.0,43.2,58.8,7.24,4,0,55.8,1,1,0
STU_01185,Database Management Systems,DBMS301,3,above_avg,56.0,75.6,50.4,68.0,7.24,4,0,55.8,0,1,0
STU_01185,Digital Logic & Design,DLDA301,3,above_avg,58.0,80.4,35.8,60.2,7.24,4,0,55.8,0,1,0
STU_01185,Python Programming,PYTHON301,3,above_avg,55.3,86.7,46.0,77.7,7.24,2,1,55.8,1,1,0
STU_01185,DSA Laboratory,DSAL301,3,above_avg,95.7,76.3,85.4,45.1,7.24,1,1,55.8,0,0,0
STU_01186,Artificial Intelligence,ITPCC710,7,below_avg,3.4,70.3,18.2,17.0,3.47,4,0,62.9,1,4,1
STU_01186,AI Laboratory,ITLBC711,7,below_avg,17.8,52.5,38.1,30.7,3.47,1,1,62.9,0,4,1
STU_01186,Data Analytics Lab,ITLBC712,7,below_avg,4.3,66.5,0.0,46.3,3.47,1,1,62.9,1,4,1
STU_01187,Artificial Intelligence,ITPCC710,7,average,29.0,79.1,4.6,32.2,4.73,4,0,51.5,1,3,1
STU_01187,AI Laboratory,ITLBC711,7,average,62.9,73.1,56.2,36.9,4.73,1,1,51.5,1,1,0
STU_01187,Data Analytics Lab,ITLBC712,7,average,37.5,100.0,32.7,67.5,4.73,1,1,51.5,0,2,0
STU_01188,Cryptography & Network Security,ITPCC611,6,average,38.8,72.7,38.1,65.6,5.27,4,0,50.6,0,2,0
STU_01188,Cryptography Lab,ITLBC608,6,average,57.9,69.6,90.2,36.7,5.27,1,1,50.6,0,1,0
STU_01188,Data Science Laboratory,ITLBC609,6,average,65.7,61.4,96.6,31.0,5.27,1,1,50.6,0,1,0
STU_01188,DevOps Laboratory,ITSBL603,6,average,45.8,66.6,73.0,29.2,5.27,2,1,50.6,0,1,0
STU_01189,Cryptography & Network Security,ITPCC611,6,strong,62.5,87.8,64.1,62.0,8.86,4,0,44.7,0,0,0
STU_01189,Cryptography Lab,ITLBC608,6,strong,79.4,93.2,100.0,77.3,8.86,1,1,44.7,0,0,0
STU_01189,Data Science Laboratory,ITLBC609,6,strong,69.4,60.6,78.7,60.4,8.86,1,1,44.7,0,1,0
STU_01189,DevOps Laboratory,ITSBL603,6,strong,76.2,84.4,98.1,56.1,8.86,2,1,44.7,-1,0,0
STU_01190,Automata Theory,ITPCC509,5,strong,45.0,90.8,3.6,66.8,6.99,4,0,70.9,0,1,0
STU_01190,Design & Analysis of Algorithms,ITPCC501,5,strong,80.6,73.1,67.5,52.0,6.99,3,0,70.9,0,0,0
STU_01190,Cloud Computing Laboratory,ITLBC506,5,strong,83.9,86.9,86.6,67.2,6.99,1,1,70.9,0,0,0
STU_01190,Mobile App Development Lab,ITLBC507,5,strong,63.7,81.0,76.3,46.6,6.99,1,1,70.9,1,1,0
STU_01191,Automata Theory,ITPCC509,5,failing,3.4,21.3,0.0,16.5,2.68,4,0,48.3,-1,4,1
STU_01191,Design & Analysis of Algorithms,ITPCC501,5,failing,2.0,32.2,0.0,38.9,2.68,3,0,48.3,-1,4,1
STU_01191,Cloud Computing Laboratory,ITLBC506,5,failing,2.0,31.5,16.5,5.0,2.68,1,1,48.3,-1,4,1
STU_01191,Mobile App Development Lab,ITLBC507,5,failing,2.0,42.2,0.0,16.4,2.68,1,1,48.3,-1,4,1
STU_01192,Engineering Mathematics-III,MATH301,3,above_avg,32.5,70.7,21.3,47.8,6.27,4,0,56.5,1,3,1
STU_01192,Data Structures and Algorithms,DSA301,3,above_avg,58.9,71.1,47.5,39.1,6.27,4,0,56.5,-1,1,0
STU_01192,Database Management Systems,DBMS301,3,above_avg,22.7,72.9,19.0,58.5,6.27,4,0,56.5,1,3,1
STU_01192,Digital Logic & Design,DLDA301,3,above_avg,48.7,69.9,45.5,45.7,6.27,4,0,56.5,-1,2,1
STU_01192,Python Programming,PYTHON301,3,above_avg,56.9,80.8,57.3,58.9,6.27,2,1,56.5,0,1,0
STU_01192,DSA Laboratory,DSAL301,3,above_avg,71.5,70.5,71.6,46.9,6.27,1,1,56.5,0,1,0
STU_01193,Engineering Mathematics-IV,MATH401,4,above_avg,45.8,100.0,55.6,72.9,6.89,4,0,56.0,-1,2,0
STU_01193,Operating Systems,OS401,4,above_avg,50.4,79.4,36.4,58.2,6.89,4,0,56.0,0,1,0
STU_01193,Computer Networks,CN401,4,above_avg,69.8,91.8,59.8,50.4,6.89,4,0,56.0,0,0,0
STU_01193,Software Engineering,SE401,4,above_avg,49.1,87.4,31.2,64.7,6.89,4,0,56.0,0,1,0
STU_01193,Microcontroller & Embedded Systems,MES401,4,above_avg,55.7,88.3,67.3,40.6,6.89,4,0,56.0,0,1,0
STU_01193,Microcontroller Lab,MESL401,4,above_avg,75.3,78.4,76.9,45.4,6.89,1,1,56.0,0,0,0
STU_01193,Computer Networks Lab,CNL401,4,above_avg,60.8,75.2,51.3,48.8,6.89,1,1,56.0,-1,0,0
STU_01194,Cryptography & Network Security,ITPCC611,6,below_avg,25.3,54.8,51.2,35.2,4.79,4,0,48.9,0,4,1
STU_01194,Cryptography Lab,ITLBC608,6,below_avg,40.3,49.2,44.2,20.7,4.79,1,1,48.9,0,3,1
STU_01194,Data Science Laboratory,ITLBC609,6,below_avg,51.1,51.4,62.9,22.5,4.79,1,1,48.9,0,2,0
STU_01194,DevOps Laboratory,ITSBL603,6,below_avg,35.2,52.8,33.7,10.5,4.79,2,1,48.9,0,3,1
STU_01195,Cryptography & Network Security,ITPCC611,6,struggling,4.8,40.4,0.0,19.3,2.95,4,0,68.4,-1,4,1
STU_01195,Cryptography Lab,ITLBC608,6,struggling,21.2,61.4,18.1,22.1,2.95,1,1,68.4,-1,4,1
STU_01195,Data Science Laboratory,ITLBC609,6,struggling,14.6,55.7,35.7,12.4,2.95,1,1,68.4,0,3,1
STU_01195,DevOps Laboratory,ITSBL603,6,struggling,19.6,51.6,3.9,31.9,2.95,2,1,68.4,0,4,1
STU_01196,Automata Theory,ITPCC509,5,struggling,12.2,40.8,14.8,34.3,2.86,4,0,61.1,-1,4,1
STU_01196,Design & Analysis of Algorithms,ITPCC501,5,struggling,2.0,39.1,13.5,36.1,2.86,3,0,61.1,0,4,1
STU_01196,Cloud Computing Laboratory,ITLBC506,5,struggling,14.1,35.2,6.8,14.4,2.86,1,1,61.1,0,4,1
STU_01196,Mobile App Development Lab,ITLBC507,5,struggling,34.9,47.4,58.0,5.0,2.86,1,1,61.1,-1,4,1
STU_01197,Engineering Mathematics-III,MATH301,3,average,14.2,82.0,0.0,46.5,6.96,4,0,54.8,-1,3,1
STU_01197,Data Structures and Algorithms,DSA301,3,average,20.4,84.9,6.8,33.5,6.96,4,0,54.8,-1,4,1
STU_01197,Database Management Systems,DBMS301,3,average,46.3,87.8,51.5,31.6,6.96,4,0,54.8,-1,2,0
STU_01197,Digital Logic & Design,DLDA301,3,average,36.3,76.7,49.4,56.5,6.96,4,0,54.8,-1,2,0
STU_01197,Python Programming,PYTHON301,3,average,47.3,71.7,67.9,59.2,6.96,2,1,54.8,0,1,0
STU_01197,DSA Laboratory,DSAL301,3,average,53.6,66.2,70.6,57.7,6.96,1,1,54.8,0,2,0
STU_01198,Engineering Mathematics-III,MATH301,3,average,31.0,50.4,4.9,55.2,4.28,4,0,51.9,1,3,1
STU_01198,Data Structures and Algorithms,DSA301,3,average,51.4,60.2,15.1,50.2,4.28,4,0,51.9,1,2,0
STU_01198,Database Management Systems,DBMS301,3,average,34.3,57.7,10.7,35.6,4.28,4,0,51.9,0,4,1
STU_01198,Digital Logic & Design,DLDA301,3,average,24.0,64.9,29.0,46.4,4.28,4,0,51.9,0,3,1
STU_01198,Python Programming,PYTHON301,3,average,56.1,78.8,58.3,57.7,4.28,2,1,51.9,-1,1,0
STU_01198,DSA Laboratory,DSAL301,3,average,31.8,62.8,45.0,51.6,4.28,1,1,51.9,0,4,1
STU_01199,Engineering Mathematics-III,MATH301,3,below_avg,34.1,63.3,20.6,40.5,4.56,4,0,59.7,0,3,1
STU_01199,Data Structures and Algorithms,DSA301,3,below_avg,12.3,57.5,5.6,25.9,4.56,4,0,59.7,0,4,1
STU_01199,Database Management Systems,DBMS301,3,below_avg,3.8,71.1,9.1,33.5,4.56,4,0,59.7,1,4,1
STU_01199,Digital Logic & Design,DLDA301,3,below_avg,22.5,59.9,26.9,11.4,4.56,4,0,59.7,0,4,1
STU_01199,Python Programming,PYTHON301,3,below_avg,39.5,52.5,49.0,34.0,4.56,2,1,59.7,1,4,1
STU_01199,DSA Laboratory,DSAL301,3,below_avg,34.6,71.6,60.2,27.0,4.56,1,1,59.7,-1,3,1
STU_01200,Engineering Mathematics-IV,MATH401,4,below_avg,15.8,56.8,0.0,23.6,2.93,4,0,51.2,-1,4,1
STU_01200,Operating Systems,OS401,4,below_avg,61.9,45.7,77.6,34.3,2.93,4,0,51.2,0,1,0
STU_01200,Computer Networks,CN401,4,below_avg,2.0,56.5,0.0,36.3,2.93,4,0,51.2,1,4,1
STU_01200,Software Engineering,SE401,4,below_avg,2.0,62.1,0.0,43.9,2.93,4,0,51.2,1,4,1
STU_01200,Microcontroller & Embedded Systems,MES401,4,below_avg,21.8,55.3,3.9,29.5,2.93,4,0,51.2,0,4,1
STU_01200,Microcontroller Lab,MESL401,4,below_avg,12.8,59.3,34.4,73.7,2.93,1,1,51.2,-1,4,1
STU_01200,Computer Networks Lab,CNL401,4,below_avg,17.0,52.7,38.2,52.9,2.93,1,1,51.2,0,4,1
STU_01201,Engineering Mathematics-III,MATH301,3,strong,63.2,92.4,34.3,74.3,7.24,4,0,52.0,-1,0,0
STU_01201,Data Structures and Algorithms,DSA301,3,strong,54.2,92.0,54.6,38.3,7.24,4,0,52.0,0,1,0
STU_01201,Database Management Systems,DBMS301,3,strong,63.4,76.2,62.3,39.8,7.24,4,0,52.0,1,1,0
STU_01201,Digital Logic & Design,DLDA301,3,strong,67.0,90.4,31.9,79.8,7.24,4,0,52.0,0,0,0
STU_01201,Python Programming,PYTHON301,3,strong,88.4,76.6,95.2,67.8,7.24,2,1,52.0,1,0,0
STU_01201,DSA Laboratory,DSAL301,3,strong,95.5,82.0,98.8,69.6,7.24,1,1,52.0,1,0,0
STU_01202,Cryptography & Network Security,ITPCC611,6,strong,58.5,88.8,57.1,47.0,6.48,4,0,51.0,0,1,0
STU_01202,Cryptography Lab,ITLBC608,6,strong,84.1,95.0,90.0,58.7,6.48,1,1,51.0,0,0,0
STU_01202,Data Science Laboratory,ITLBC609,6,strong,81.8,96.5,92.4,69.6,6.48,1,1,51.0,0,0,0
STU_01202,DevOps Laboratory,ITSBL603,6,strong,72.9,65.5,77.7,62.0,6.48,2,1,51.0,1,0,0
STU_01203,Automata Theory,ITPCC509,5,average,35.9,72.0,25.8,44.7,5.01,4,0,46.6,1,2,1
STU_01203,Design & Analysis of Algorithms,ITPCC501,5,average,37.1,63.6,35.1,69.4,5.01,3,0,46.6,-1,2,0
STU_01203,Cloud Computing Laboratory,ITLBC506,5,average,41.4,57.5,40.7,38.3,5.01,1,1,46.6,-1,3,1
STU_01203,Mobile App Development Lab,ITLBC507,5,average,41.5,67.0,50.4,50.0,5.01,1,1,46.6,0,3,1
STU_01204,Automata Theory,ITPCC509,5,struggling,2.0,49.9,0.0,22.7,2.01,4,0,62.7,-1,4,1
STU_01204,Design & Analysis of Algorithms,ITPCC501,5,struggling,2.0,40.6,3.7,22.5,2.01,3,0,62.7,0,4,1
STU_01204,Cloud Computing Laboratory,ITLBC506,5,struggling,33.5,58.0,40.6,12.3,2.01,1,1,62.7,0,4,1
STU_01204,Mobile App Development Lab,ITLBC507,5,struggling,2.0,47.8,4.1,18.9,2.01,1,1,62.7,-1,4,1
STU_01205,Automata Theory,ITPCC509,5,average,47.4,58.5,28.8,48.7,6.05,4,0,46.2,0,3,1
STU_01205,Design & Analysis of Algorithms,ITPCC501,5,average,32.5,71.7,12.5,72.3,6.05,3,0,46.2,0,3,1
STU_01205,Cloud Computing Laboratory,ITLBC506,5,average,58.7,70.9,45.5,48.9,6.05,1,1,46.2,0,1,0
STU_01205,Mobile App Development Lab,ITLBC507,5,average,68.0,53.6,67.8,56.7,6.05,1,1,46.2,0,1,0
STU_01206,Engineering Mathematics-III,MATH301,3,failing,2.0,29.1,0.0,14.5,0.35,4,0,41.0,-1,4,1
STU_01206,Data Structures and Algorithms,DSA301,3,failing,2.0,27.3,0.0,5.0,0.35,4,0,41.0,0,4,1
STU_01206,Database Management Systems,DBMS301,3,failing,2.0,37.1,10.6,30.0,0.35,4,0,41.0,-1,4,1
STU_01206,Digital Logic & Design,DLDA301,3,failing,2.0,28.5,0.0,42.2,0.35,4,0,41.0,0,4,1
STU_01206,Python Programming,PYTHON301,3,failing,2.0,36.8,25.9,5.5,0.35,2,1,41.0,-1,4,1
STU_01206,DSA Laboratory,DSAL301,3,failing,2.0,43.2,0.0,6.1,0.35,1,1,41.0,0,4,1
STU_01207,Engineering Mathematics-III,MATH301,3,struggling,2.0,61.6,0.0,5.0,3.09,4,0,55.9,0,4,1
STU_01207,Data Structures and Algorithms,DSA301,3,struggling,2.0,49.6,21.9,6.7,3.09,4,0,55.9,-1,4,1
STU_01207,Database Management Systems,DBMS301,3,struggling,10.3,46.5,0.0,31.7,3.09,4,0,55.9,-1,4,1
STU_01207,Digital Logic & Design,DLDA301,3,struggling,7.9,53.3,6.0,40.6,3.09,4,0,55.9,0,4,1
STU_01207,Python Programming,PYTHON301,3,struggling,15.5,55.5,1.0,23.3,3.09,2,1,55.9,-1,4,1
STU_01207,DSA Laboratory,DSAL301,3,struggling,41.0,53.9,41.0,5.0,3.09,1,1,55.9,0,3,1
STU_01208,Engineering Mathematics-IV,MATH401,4,above_avg,60.6,59.0,33.9,49.6,8.01,4,0,54.1,0,1,0
STU_01208,Operating Systems,OS401,4,above_avg,57.6,84.3,63.0,60.9,8.01,4,0,54.1,0,1,0
STU_01208,Computer Networks,CN401,4,above_avg,55.2,81.9,32.6,51.6,8.01,4,0,54.1,-1,1,0
STU_01208,Software Engineering,SE401,4,above_avg,62.1,63.1,48.5,51.4,8.01,4,0,54.1,0,1,0
STU_01208,Microcontroller & Embedded Systems,MES401,4,above_avg,55.0,69.5,48.3,82.1,8.01,4,0,54.1,1,1,0
STU_01208,Microcontroller Lab,MESL401,4,above_avg,70.3,71.5,82.7,64.0,8.01,1,1,54.1,1,0,0
STU_01208,Computer Networks Lab,CNL401,4,above_avg,58.4,73.6,70.7,73.1,8.01,1,1,54.1,0,1,0
STU_01209,Automata Theory,ITPCC509,5,average,44.1,72.9,26.8,53.8,6.01,4,0,58.5,0,2,0
STU_01209,Design & Analysis of Algorithms,ITPCC501,5,average,39.1,78.6,43.3,29.1,6.01,3,0,58.5,1,3,1
STU_01209,Cloud Computing Laboratory,ITLBC506,5,average,40.0,81.4,58.9,45.5,6.01,1,1,58.5,0,2,0
STU_01209,Mobile App Development Lab,ITLBC507,5,average,37.1,67.4,62.7,68.7,6.01,1,1,58.5,0,3,1
STU_01210,Engineering Mathematics-III,MATH301,3,strong,74.9,91.8,59.8,59.2,7.29,4,0,56.6,0,0,0
STU_01210,Data Structures and Algorithms,DSA301,3,strong,65.5,86.1,84.0,76.7,7.29,4,0,56.6,1,0,0
STU_01210,Database Management Systems,DBMS301,3,strong,77.2,100.0,72.2,68.8,7.29,4,0,56.6,0,0,0
STU_01210,Digital Logic & Design,DLDA301,3,strong,66.4,94.2,74.9,100.0,7.29,4,0,56.6,-1,0,0
STU_01210,Python Programming,PYTHON301,3,strong,86.5,100.0,89.9,60.4,7.29,2,1,56.6,0,0,0
STU_01210,DSA Laboratory,DSAL301,3,strong,88.9,92.6,72.0,68.1,7.29,1,1,56.6,-1,0,0
STU_01211,Artificial Intelligence,ITPCC710,7,average,45.5,77.7,57.5,90.5,4.68,4,0,62.0,-1,2,0
STU_01211,AI Laboratory,ITLBC711,7,average,38.6,75.8,55.9,62.1,4.68,1,1,62.0,0,3,1
STU_01211,Data Analytics Lab,ITLBC712,7,average,39.4,72.6,25.6,32.8,4.68,1,1,62.0,-1,3,1
STU_01212,Automata Theory,ITPCC509,5,failing,2.0,5.0,13.2,24.8,2.8,4,0,54.7,0,4,1
STU_01212,Design & Analysis of Algorithms,ITPCC501,5,failing,2.0,26.7,0.0,34.0,2.8,3,0,54.7,0,4,1
STU_01212,Cloud Computing Laboratory,ITLBC506,5,failing,7.8,21.0,30.8,27.0,2.8,1,1,54.7,-1,4,1
STU_01212,Mobile App Development Lab,ITLBC507,5,failing,10.5,19.9,14.8,47.5,2.8,1,1,54.7,0,4,1
STU_01213,Automata Theory,ITPCC509,5,below_avg,3.9,63.4,3.6,38.1,3.26,4,0,46.1,1,4,1
STU_01213,Design & Analysis of Algorithms,ITPCC501,5,below_avg,9.7,54.8,5.5,38.6,3.26,3,0,46.1,-1,4,1
STU_01213,Cloud Computing Laboratory,ITLBC506,5,below_avg,34.4,58.3,40.3,41.7,3.26,1,1,46.1,1,3,1
STU_01213,Mobile App Development Lab,ITLBC507,5,below_avg,24.3,56.1,8.0,23.4,3.26,1,1,46.1,0,4,1
STU_01214,Automata Theory,ITPCC509,5,average,45.2,69.8,35.5,45.1,6.66,4,0,52.0,0,2,0
STU_01214,Design & Analysis of Algorithms,ITPCC501,5,average,44.9,77.4,32.4,51.9,6.66,3,0,52.0,-1,2,0
STU_01214,Cloud Computing Laboratory,ITLBC506,5,average,54.1,61.8,54.7,55.9,6.66,1,1,52.0,-1,2,0
STU_01214,Mobile App Development Lab,ITLBC507,5,average,54.3,62.7,72.4,61.9,6.66,1,1,52.0,-1,2,0
STU_01215,Artificial Intelligence,ITPCC710,7,topper,79.5,89.4,84.5,61.5,8.33,4,0,57.3,0,0,0
STU_01215,AI Laboratory,ITLBC711,7,topper,86.5,94.1,64.4,59.5,8.33,1,1,57.3,0,0,0
STU_01215,Data Analytics Lab,ITLBC712,7,topper,77.9,100.0,93.4,60.2,8.33,1,1,57.3,0,0,0
STU_01216,Cryptography & Network Security,ITPCC611,6,above_avg,45.8,78.6,58.6,66.7,6.83,4,0,38.4,-1,1,0
