label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
WT,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,65.5,Software Engineering,59.6,C++,58.4,Engineering Mathematics-IV,54.8,IoT,54.4,sensor|esp32|arduino|raspberry pi|mqtt
CCS,2,2,Web Development|Data Science & Analytics,Java,76.4,Engineering Mathematics-IV,70.8,C++,70.7,Database Management Systems,68.55493003950383,Python,68.5,react|docker|azure|aws|devops|serverless|fullstack
DWM,1,3,Data Science & Analytics,C++,86.2,Database Management Systems,78.7,Computer Networks,76.04181101042377,Data Structures and Algorithms,75.4,Java,74.4,power bi|dashboard|postgresql|etl|data mining|devops|sql
CCS,2,4,Cloud & Distributed Systems|Artificial Intelligence & Machine Learning,Software Engineering,96.8,Operating Systems,80.0,Digital Logic & Design,76.5,C++,75.9,Engineering Mathematics-IV,70.0,node|kubernetes|react|ci/cd|docker|etl|azure|devops|fullstack|pytorch
DWM,2,4,Data Science & Analytics|Web Development,IoT,61.7,Python,47.9,Full Stack Development,42.7,Cryptography & Network Security,41.5,Database Management Systems,36.0,power bi|sklearn|mongodb|dashboard|data warehouse|postgresql|etl|data mining|sql|analytics
WT,4,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems|Data Science & Analytics,Microcontroller & Embedded Systems,44.0,Digital Logic & Design,38.2,IoT,38.0,Computer Networks,34.6,Software Engineering,29.4,microcontroller|gpio|iot|postgresql|esp32|wireless|mqtt
DWM,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Design & Analysis of Algorithms,70.5,Operating Systems,64.8,Python,64.6,Full Stack Development,60.1,Digital Logic & Design,56.0,sklearn|power bi|classification|mongodb|dashboard|etl|data mining|analytics|tableau
CCS,4,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems|Artificial Intelligence & Machine Learning,IoT,64.4,Database Management Systems,64.0,Computer Networks,63.8,Full Stack Development,58.5,C++,56.3,kubernetes|ci/cd|docker|devops|serverless|react
CCS,3,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Data Structures and Algorithms,69.2,Design & Analysis of Algorithms,62.4,Engineering Mathematics-III,52.3,C++,52.2,Full Stack Development,51.0,node|kubernetes|ci/cd|docker|azure|devops|serverless
CCS,3,1,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Computer Networks,74.51893800170312,Digital Logic & Design,69.1,Software Engineering,68.4,Python,66.4,Operating Systems,65.8,machine learning|terraform|fullstack
WT,3,2,Artificial Intelligence & Machine Learning|Network & Wireless Systems|Mobile & IoT Development,Automata Theory,94.2,C++,85.2,Operating Systems,81.5,Software Engineering,80.3,Computer Networks,80.0,microcontroller|iot|embedded|esp32|wireless|raspberry pi|mqtt|bluetooth
DWM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Data Structures and Algorithms,81.7,Database Management Systems,80.4,Java,70.2,IoT,67.7,Cryptography & Network Security,65.3,mongodb|dashboard|postgresql|sql|tableau
DWM,2,1,Web Development|Data Science & Analytics,Engineering Mathematics-IV,81.8,Database Management Systems,77.1,C++,62.5,IoT,56.5,Python,51.2,power bi|mongodb|data warehouse|data mining|sql|tableau
DWM,1,2,Data Science & Analytics,Database Management Systems,70.7,IoT,56.4,Design & Analysis of Algorithms,55.1,Automata Theory,53.9,Artificial Intelligence,52.5,power bi|machine learning|data warehouse|dashboard|postgresql|etl|data mining|sql|tableau
CCS,2,3,Web Development|Cloud & Distributed Systems,Computer Networks,64.2,IoT,61.4,Full Stack Development,52.4,Java,46.5,Microcontroller & Embedded Systems,43.8,node|kubernetes|docker|azure|aws|devops|serverless|react|cloud|terraform
WT,2,1,Network & Wireless Systems|Mobile & IoT Development,Java,79.4,Data Structures and Algorithms,60.4,Digital Logic & Design,54.7,Computer Networks,54.0,Design & Analysis of Algorithms,53.4,node|microcontroller|gpio|sensor|iot|raspberry pi|bluetooth
WT,1,2,Mobile & IoT Development,Data Structures and Algorithms,68.15554055271703,Cryptography & Network Security,57.7,Database Management Systems,50.17879404860213,Computer Networks,47.5,Artificial Intelligence,46.9,microcontroller|gpio|sensor|iot|embedded|raspberry pi|mqtt
ML,1,2,Artificial Intelligence & Machine Learning,Python,100.0,Cryptography & Network Security,97.7,Computer Networks,96.7,Data Structures and Algorithms,96.3,Database Management Systems,92.7,sklearn|machine learning|tensorflow|pandas|neural network|nlp
CCS,2,3,Web Development|Cloud & Distributed Systems,Computer Networks,88.1,Full Stack Development,77.3,Automata Theory,77.0,Operating Systems,76.6,IoT,74.2,node|kubernetes|ci/cd|docker|aws|devops|serverless|fullstack|terraform
WT,1,2,Mobile & IoT Development,Automata Theory,86.4,Digital Logic & Design,85.3,Software Engineering,83.8,Database Management Systems,81.5,Microcontroller & Embedded Systems,80.8,microcontroller|iot|sensor|wireless|arduino|sql|mqtt|bluetooth
CCS,1,0,Web Development,Data Structures and Algorithms,100.0,Operating Systems,100.0,Full Stack Development,100.0,Software Engineering,96.0,Engineering Mathematics-IV,95.1,
ML,1,4,Data Science & Analytics,Python,65.5,Artificial Intelligence,62.4,Design & Analysis of Algorithms,55.5,Engineering Mathematics-III,55.2,Java,50.0,sklearn|classification|neural network|tensorflow|keras|deep learning|regression|python|nlp
DWM,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Database Management Systems,88.4,Java,74.6,Artificial Intelligence,73.0,Engineering Mathematics-IV,72.9,Operating Systems,72.8,power bi|mongodb|postgresql|etl|data mining|sql
DWM,1,4,Data Science & Analytics,Database Management Systems,91.8,C++,90.4,Software Engineering,83.9,Engineering Mathematics-III,83.5,Automata Theory,81.4,power bi|data warehouse|dashboard|mongodb|postgresql|etl|data mining|sql|pytorch|tableau
DWM,1,2,Data Science & Analytics,Engineering Mathematics-IV,93.0,Database Management Systems,86.7,Full Stack Development,84.5,Design & Analysis of Algorithms,83.8,Engineering Mathematics-III,79.2,power bi|mongodb|dashboard|data warehouse|docker|postgresql|analytics|sql
ML,2,3,Artificial Intelligence & Machine Learning|Data Science & Analytics,Python,53.9,Data Structures and Algorithms,48.8,Engineering Mathematics-III,48.6,Automata Theory,48.4,Design & Analysis of Algorithms,47.9,sklearn|numpy|classification|machine learning|tensorflow|keras|deep learning|regression|python|nlp
ML,2,1,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Digital Logic & Design,67.7,IoT,49.9,Python,48.4,Database Management Systems,47.6,Java,45.3,sklearn|neural network|keras|pytorch|python|bluetooth
WT,1,1,Mobile & IoT Development,Data Structures and Algorithms,84.9,Operating Systems,84.5,Microcontroller & Embedded Systems,83.5,Java,83.4,Automata Theory,76.5,gpio|esp32|arduino|mqtt|bluetooth
CCS,2,3,Cloud & Distributed Systems|Web Development,Full Stack Development,100.0,Automata Theory,90.7,Engineering Mathematics-III,89.1,Database Management Systems,88.3,Computer Networks,88.0,kubernetes|ci/cd|docker|azure|aws|devops|esp32|serverless|react|cloud
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,44.7,Engineering Mathematics-III,41.7,Database Management Systems,38.5,Digital Logic & Design,37.7,Python,36.31735120643981,gpio|iot|sensor|embedded|esp32|wireless|raspberry pi|mqtt
CCS,3,2,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Database Management Systems,79.2,Computer Networks,76.8,Engineering Mathematics-IV,73.1,Java,71.6,Software Engineering,67.3,node|sklearn|ci/cd|azure|aws|devops|react|cloud|terraform
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Operating Systems,73.6,C++,66.7,Engineering Mathematics-III,64.7,Python,54.6,Digital Logic & Design,54.3,sklearn|numpy|neural network|classification|machine learning|tensorflow|keras|devops|regression|python
WT,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,66.1,IoT,65.2,Python,64.2,Cryptography & Network Security,59.5,C++,56.0,gpio|sensor|iot|embedded|arduino
WT,1,2,Network & Wireless Systems,Cryptography & Network Security,67.4,IoT,66.4,Data Structures and Algorithms,64.7,C++,59.2,Microcontroller & Embedded Systems,58.6,microcontroller|gpio|iot|sensor|esp32|wireless|mqtt|bluetooth
WT,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,IoT,42.7,Automata Theory,42.5,Engineering Mathematics-III,37.7,Data Structures and Algorithms,37.333841210376654,Operating Systems,36.3,microcontroller|sensor|azure|esp32|raspberry pi|mqtt
ML,4,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems|Network & Wireless Systems,Engineering Mathematics-III,67.0,Artificial Intelligence,61.7,Computer Networks,58.2,Microcontroller & Embedded Systems,52.2,Operating Systems,47.7,sklearn|numpy|classification|neural network|machine learning|pandas|keras|wireless|deep learning|regression
DWM,2,3,Data Science & Analytics|Web Development,Software Engineering,68.5,C++,67.4,Microcontroller & Embedded Systems,64.1,Artificial Intelligence,60.8,Python,57.6,power bi|data warehouse|dashboard|mongodb|postgresql|etl|data mining|sql|analytics
CCS,3,3,Cloud & Distributed Systems|Data Science & Analytics|Artificial Intelligence & Machine Learning,Full Stack Development,84.7,Computer Networks,78.8,Software Engineering,72.5,Data Structures and Algorithms,70.1,Automata Theory,62.5,azure|aws|analytics|react|cloud|tableau
CCS,2,3,Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,61.3,Operating Systems,59.7,Database Management Systems,45.7,Computer Networks,45.6,Engineering Mathematics-IV,45.4,node|kubernetes|gpio|ci/cd|azure|devops|serverless|analytics|react|cloud
CCS,2,1,Cloud & Distributed Systems|Web Development,Python,80.9,Database Management Systems,78.1,Operating Systems,74.4,Computer Networks,73.8,Full Stack Development,73.3,aws|docker|fullstack
CCS,2,1,Web Development|Cloud & Distributed Systems,Design & Analysis of Algorithms,84.9,Database Management Systems,80.01590954180568,Operating Systems,78.0,Cryptography & Network Security,72.2,C++,70.4,aws|terraform
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Python,85.4,IoT,85.2,Database Management Systems,76.6,Computer Networks,72.9,Microcontroller & Embedded Systems,70.4,raspberry pi|microcontroller|esp32|gpio
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Digital Logic & Design,89.3,Design & Analysis of Algorithms,86.4,Cryptography & Network Security,82.9,Operating Systems,80.7,C++,80.3,kubernetes|microcontroller|iot|embedded|wireless|raspberry pi|bluetooth
DWM,1,3,Data Science & Analytics,Design & Analysis of Algorithms,63.1,Engineering Mathematics-IV,61.1,Digital Logic & Design,57.5,Full Stack Development,55.8,Artificial Intelligence,55.0,power bi|machine learning|data warehouse|dashboard|mongodb|postgresql|etl|sql|analytics|cloud
CCS,2,2,Web Development|Data Science & Analytics,Full Stack Development,82.4,Data Structures and Algorithms,81.8,IoT,81.3,Operating Systems,74.0,Python,73.4,docker|fullstack|azure|aws|devops|react|terraform
ML,2,1,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Engineering Mathematics-III,79.6,Data Structures and Algorithms,74.5,Database Management Systems,73.3,Software Engineering,68.6,Design & Analysis of Algorithms,66.7,regression|nlp
ML,1,1,Data Science & Analytics,Data Structures and Algorithms,89.4,Software Engineering,86.3,Automata Theory,84.7,Python,82.5,Microcontroller & Embedded Systems,81.8,regression|classification|nlp
DWM,1,1,Data Science & Analytics,Software Engineering,80.7,Automata Theory,79.0,Full Stack Development,78.82061995668658,Data Structures and Algorithms,77.9,Cryptography & Network Security,67.6,power bi|postgresql|sql|tableau
ML,2,3,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-III,58.4,Design & Analysis of Algorithms,44.0,Digital Logic & Design,42.2,Java,40.4,Full Stack Development,40.1,sklearn|neural network|pytorch|tensorflow|etl|deep learning|regression|python|nlp
DWM,1,3,Data Science & Analytics,Python,100.0,Artificial Intelligence,88.71600653380366,C++,84.9,Engineering Mathematics-IV,76.9,Microcontroller & Embedded Systems,76.2,power bi|machine learning|dashboard|postgresql|etl|data mining|analytics|sql
ML,1,1,Data Science & Analytics,Data Structures and Algorithms,44.8,Cryptography & Network Security,43.7,C++,39.6,Artificial Intelligence,34.4,Full Stack Development,29.3,neural network|classification|machine learning|regression|python|nlp
DWM,1,1,Data Science & Analytics,Python,62.7,Data Structures and Algorithms,50.1,Artificial Intelligence,47.8,Digital Logic & Design,47.2,Operating Systems,45.2,mongodb|data warehouse|sensor|etl|tableau
WT,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Artificial Intelligence,84.31008821035876,IoT,82.8,Microcontroller & Embedded Systems,81.1,Software Engineering,81.0,C++,79.2,raspberry pi|bluetooth
ML,3,2,Data Science & Analytics|Cloud & Distributed Systems|Network & Wireless Systems,Database Management Systems,81.7,Engineering Mathematics-III,79.2,Computer Networks,78.52843456502717,Artificial Intelligence,74.1,Engineering Mathematics-IV,66.0,numpy|machine learning|pytorch|tensorflow|pandas|sql|deep learning|regression|python|nlp
DWM,1,4,Data Science & Analytics,Automata Theory,60.6,Database Management Systems,43.3,Design & Analysis of Algorithms,39.2,Operating Systems,37.4,Digital Logic & Design,30.6,power bi|ci/cd|mongodb|dashboard|data warehouse|postgresql|etl|data mining|analytics|sql
DWM,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,53.98569458004536,Database Management Systems,53.7,Engineering Mathematics-IV,47.4,Java,42.5,Digital Logic & Design,42.3,power bi|data warehouse|dashboard|postgresql|etl|analytics|sql
CCS,2,2,Cloud & Distributed Systems|Web Development,Computer Networks,83.43330965076231,Engineering Mathematics-IV,77.3,Database Management Systems,74.9,Software Engineering,70.7,Full Stack Development,70.4,ci/cd|fullstack|azure|react|terraform
ML,1,1,Artificial Intelligence & Machine Learning,Cryptography & Network Security,47.6,Python,46.9,Software Engineering,39.8,Java,34.7,C++,33.1,tensorflow|classification
WT,2,2,Network & Wireless Systems|Mobile & IoT Development,Cryptography & Network Security,61.6,Engineering Mathematics-III,58.0,Automata Theory,56.9,Digital Logic & Design,56.3,IoT,53.7,microcontroller|sensor|wireless|raspberry pi|bluetooth
WT,2,1,Network & Wireless Systems|Mobile & IoT Development,IoT,78.1,Microcontroller & Embedded Systems,65.7,Engineering Mathematics-IV,59.2,Database Management Systems,58.8,Computer Networks,58.6,sensor|embedded|esp32|arduino|mqtt|bluetooth
WT,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,62.4,Engineering Mathematics-IV,59.7,C++,57.3,Data Structures and Algorithms,51.3,Operating Systems,47.1,microcontroller|gpio
DWM,1,3,Data Science & Analytics,Database Management Systems,83.5,Full Stack Development,80.8,Java,78.7,Cryptography & Network Security,76.0,Operating Systems,74.2,power bi|data warehouse|dashboard|postgresql|data mining|azure|sql|analytics|tableau
CCS,2,4,Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,85.8,Engineering Mathematics-III,71.2,Software Engineering,69.5,Computer Networks,68.2,Database Management Systems,61.5,node|kubernetes|react|ci/cd|raspberry pi|docker|postgresql|azure|aws|devops
ML,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,94.5,Software Engineering,90.8,Java,89.6,Digital Logic & Design,89.5,Python,87.3,neural network|numpy|classification|deep learning
WT,1,3,Mobile & IoT Development,Engineering Mathematics-III,50.5,Computer Networks,48.2,IoT,45.9,C++,41.7,Design & Analysis of Algorithms,41.7,microcontroller|iot|embedded|esp32|arduino|wireless|raspberry pi|mqtt
CCS,3,3,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Computer Networks,83.7,Python,82.3,Software Engineering,80.2,Java,78.7,Database Management Systems,74.4,kubernetes|ci/cd|raspberry pi|aws|devops|serverless|react|cloud|terraform
CCS,3,3,Cloud & Distributed Systems|Web Development|Artificial Intelligence & Machine Learning,Database Management Systems,47.7,Artificial Intelligence,42.6,Software Engineering,41.3,Design & Analysis of Algorithms,41.3,Operating Systems,39.9,node|ci/cd|docker|fullstack|azure|aws|serverless|react
CCS,3,1,Cloud & Distributed Systems|Web Development|Artificial Intelligence & Machine Learning,Artificial Intelligence,75.7,Python,73.4,Engineering Mathematics-III,64.6,Operating Systems,62.7,Automata Theory,62.3,node|kubernetes|azure|devops|terraform
CCS,1,4,Web Development,Python,51.7,Full Stack Development,45.5,Operating Systems,42.1,Engineering Mathematics-IV,40.9,Database Management Systems,36.7,node|kubernetes|python|react|docker|aws|devops|sql|fullstack|cloud
DWM,2,3,Data Science & Analytics|Cloud & Distributed Systems,Cryptography & Network Security,84.4,Engineering Mathematics-IV,80.1,Python,77.8,Database Management Systems,77.0,C++,76.4,power bi|iot|dashboard|postgresql|etl|data mining|sql|cloud|tableau
DWM,1,3,Data Science & Analytics,Full Stack Development,92.7,Java,89.0,Computer Networks,86.3,Engineering Mathematics-III,83.0,Engineering Mathematics-IV,82.9,power bi|data warehouse|dashboard|mongodb|etl|sql|pytorch
WT,2,1,Network & Wireless Systems|Mobile & IoT Development,Microcontroller & Embedded Systems,71.9,Java,66.3,Automata Theory,59.6,Data Structures and Algorithms,58.8,Engineering Mathematics-III,56.3,iot|embedded|machine learning|sensor
WT,2,0,Network & Wireless Systems|Mobile & IoT Development,Operating Systems,77.0,Computer Networks,75.1,Full Stack Development,73.7,Software Engineering,67.2,Design & Analysis of Algorithms,65.9,
ML,2,3,Data Science & Analytics|Web Development,Computer Networks,94.66027928196429,Java,71.8,Design & Analysis of Algorithms,69.9,Full Stack Development,66.5,Artificial Intelligence,65.7,numpy|neural network|pytorch|mongodb|regression|python
ML,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Computer Networks,78.5935237393028,Automata Theory,77.4,Full Stack Development,76.48715411027402,Data Structures and Algorithms,73.6,Java,72.3,sklearn|classification|machine learning|pytorch|pandas|tensorflow|keras|aws|react|neural network
CCS,3,3,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Automata Theory,79.4,Operating Systems,69.0,C++,66.7,Python,62.6,Software Engineering,61.4,ci/cd|docker|fullstack|azure|aws|devops|serverless|react|cloud|terraform
DWM,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,49.2,Engineering Mathematics-IV,47.0,Data Structures and Algorithms,45.5,Engineering Mathematics-III,45.4,Database Management Systems,43.3,power bi|classification|mongodb|dashboard|data warehouse|postgresql|etl|data mining|analytics
CCS,1,2,Cloud & Distributed Systems,Full Stack Development,68.0,Computer Networks,51.8,Cryptography & Network Security,50.8,Software Engineering,50.2,IoT,48.5,node|kubernetes|dashboard|fullstack|azure|devops|serverless|react|terraform
CCS,2,3,Web Development|Cloud & Distributed Systems,Design & Analysis of Algorithms,98.8,Computer Networks,97.8,Full Stack Development,96.3,Data Structures and Algorithms,95.7,Microcontroller & Embedded Systems,91.3,node|kubernetes|ci/cd|docker|azure|devops|react|cloud|terraform
WT,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Automata Theory,48.0,C++,45.0,Engineering Mathematics-IV,35.4,Python,22.9,Data Structures and Algorithms,22.8,node|iot|esp32|mqtt|python|bluetooth
WT,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,67.7,Artificial Intelligence,66.8990973881372,Digital Logic & Design,47.0,Computer Networks,44.6,IoT,43.5,gpio|sensor|embedded|raspberry pi|mqtt|bluetooth
CCS,2,1,Web Development|Data Science & Analytics,Full Stack Development,38.5,Engineering Mathematics-IV,37.9,Artificial Intelligence,37.4,Software Engineering,36.1,Database Management Systems,35.7,docker|serverless|devops|ci/cd
ML,4,2,Artificial Intelligence & Machine Learning|Web Development|Data Science & Analytics|Network & Wireless Systems,Artificial Intelligence,74.2,Software Engineering,72.1,Microcontroller & Embedded Systems,62.1,Full Stack Development,60.8,Engineering Mathematics-III,59.5,numpy|pytorch|tensorflow|neural network|regression
ML,1,2,Data Science & Analytics,Database Management Systems,80.9,Data Structures and Algorithms,77.5,Computer Networks,76.2,Engineering Mathematics-IV,70.1,Java,62.0,classification|machine learning|pandas|postgresql|deep learning|neural network|regression|python
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Automata Theory,83.2,Full Stack Development,80.0,Database Management Systems,72.7,Engineering Mathematics-III,71.5,Design & Analysis of Algorithms,71.1,sensor|raspberry pi
WT,2,1,Mobile & IoT Development|Cloud & Distributed Systems,Python,75.9,Data Structures and Algorithms,75.6,Design & Analysis of Algorithms,73.8,Software Engineering,73.7,Artificial Intelligence,70.7,embedded|esp32|raspberry pi|mqtt|bluetooth
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Software Engineering,100.0,IoT,100.0,Engineering Mathematics-IV,99.2,Microcontroller & Embedded Systems,93.7,Digital Logic & Design,91.8,regression|microcontroller|arduino
DWM,1,2,Data Science & Analytics,C++,71.8,Data Structures and Algorithms,71.2,Engineering Mathematics-III,71.0,Engineering Mathematics-IV,65.9,Software Engineering,60.4,data warehouse|mongodb|dashboard|postgresql|sql|analytics|terraform|tableau
CCS,3,1,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Operating Systems,69.8,Full Stack Development,67.8,Python,57.3,Computer Networks,54.5,Software Engineering,47.5,node|docker|aws|fullstack|cloud
WT,3,1,Cloud & Distributed Systems|Network & Wireless Systems|Mobile & IoT Development,Microcontroller & Embedded Systems,78.7,Computer Networks,76.1,Digital Logic & Design,72.6,Engineering Mathematics-IV,71.7,Operating Systems,68.6,iot|embedded
DWM,2,1,Data Science & Analytics|Web Development,C++,83.5,Artificial Intelligence,81.2,Database Management Systems,78.3,Engineering Mathematics-III,66.3,Full Stack Development,64.5,mongodb|dashboard|postgresql|etl|sql|tableau
ML,1,1,Data Science & Analytics,Full Stack Development,87.6767226326466,Artificial Intelligence,58.3,Software Engineering,52.3,Python,42.8,Operating Systems,39.2,nlp|keras
CCS,2,2,Cloud & Distributed Systems|Network & Wireless Systems,Full Stack Development,56.9,Design & Analysis of Algorithms,50.3,Engineering Mathematics-IV,45.8,C++,45.8,Artificial Intelligence,40.5,node|kubernetes|ci/cd|sensor|docker|fullstack|aws|devops|react|terraform
CCS,2,2,Cloud & Distributed Systems|Web Development,Engineering Mathematics-III,54.8,Full Stack Development,49.2,Engineering Mathematics-IV,48.1,Java,45.0,Digital Logic & Design,42.0,node|kubernetes|ci/cd|fullstack|devops|react|cloud
ML,2,2,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Full Stack Development,84.6,Engineering Mathematics-III,82.5,Database Management Systems,73.2,Artificial Intelligence,72.6,Design & Analysis of Algorithms,71.5,classification|machine learning|keras|regression|python|nlp
CCS,2,1,Web Development|Cloud & Distributed Systems,Full Stack Development,42.6,Engineering Mathematics-IV,41.9,Engineering Mathematics-III,37.5,Data Structures and Algorithms,35.9,Python,32.4,node|serverless|react
DWM,1,2,Data Science & Analytics,Database Management Systems,66.2,Java,61.4,Cryptography & Network Security,60.1,IoT,54.4,Engineering Mathematics-IV,52.6,mongodb|data warehouse|postgresql|etl|data mining|sql|analytics
WT,2,1,Network & Wireless Systems|Mobile & IoT Development,Full Stack Development,84.90849102932728,Digital Logic & Design,63.1,Cryptography & Network Security,58.2,Computer Networks,49.48843363300374,IoT,48.7,microcontroller|keras|wireless|arduino|raspberry pi|mqtt
ML,1,3,Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,43.0,Full Stack Development,38.2,Data Structures and Algorithms,35.66471543495831,Computer Networks,34.6,Artificial Intelligence,32.5,sklearn|numpy|pytorch|data warehouse|pandas|keras|deep learning|neural network|python|nlp
WT,2,0,Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,53.6,Database Management Systems,53.1,Operating Systems,52.6,Computer Networks,48.5,IoT,43.9,
ML,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,54.7,Data Structures and Algorithms,41.3,IoT,41.3,Database Management Systems,38.7,Engineering Mathematics-III,35.2,neural network|sklearn|classification
CCS,2,1,Web Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,51.76898871767416,C++,48.0,Full Stack Development,42.5,Digital Logic & Design,38.5,Database Management Systems,36.1,node|aws|devops|terraform
CCS,2,2,Cloud & Distributed Systems|Web Development,Operating Systems,73.5,Software Engineering,56.0,Digital Logic & Design,55.6,Artificial Intelligence,54.4,C++,49.1,sklearn|kubernetes|react|docker|devops|serverless|fullstack|cloud|terraform
ML,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,100.0,Data Structures and Algorithms,99.7,C++,97.1,Engineering Mathematics-III,96.2,Python,94.9,sklearn|classification|machine learning|pytorch|pandas|tensorflow|docker|keras|neural network|regression
ML,2,1,Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,94.2,Engineering Mathematics-III,68.8,Engineering Mathematics-IV,68.7,Design & Analysis of Algorithms,65.7,Software Engineering,65.4,nlp|machine learning|keras
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Database Management Systems,91.17418588413997,Data Structures and Algorithms,81.02405827242686,Operating Systems,73.3,Microcontroller & Embedded Systems,72.3,Digital Logic & Design,66.3,sensor|embedded
WT,3,2,Mobile & IoT Development|Cloud & Distributed Systems|Data Science & Analytics,Operating Systems,67.2,IoT,65.2,Computer Networks,62.6,Design & Analysis of Algorithms,53.8,Engineering Mathematics-IV,51.5,gpio|esp32|arduino|wireless|neural network|raspberry pi|mqtt
WT,1,2,Network & Wireless Systems,Microcontroller & Embedded Systems,74.5,Computer Networks,73.67474624706779,Operating Systems,70.2,Software Engineering,68.1,Engineering Mathematics-III,65.3,node|microcontroller|iot|sensor|embedded|bluetooth
ML,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Operating Systems,70.8,Database Management Systems,58.0,Python,57.7,Software Engineering,55.5,Full Stack Development,51.6,numpy|machine learning|pytorch|pandas|deep learning|neural network|regression|python
WT,2,2,Network & Wireless Systems|Mobile & IoT Development,Software Engineering,84.9,IoT,80.7,Digital Logic & Design,74.6,Microcontroller & Embedded Systems,67.5,Automata Theory,65.2,microcontroller|gpio|iot|sensor|embedded|esp32|arduino|bluetooth
CCS,3,1,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Full Stack Development,88.5,Computer Networks,87.9,Engineering Mathematics-III,80.9,Software Engineering,78.0,Design & Analysis of Algorithms,76.7,node|docker|aws|devops|serverless|cloud
CCS,2,0,Web Development|Data Science & Analytics,Operating Systems,90.0,Python,82.63624387311052,Digital Logic & Design,79.1,Full Stack Development,76.3,Artificial Intelligence,75.16545071934488,
ML,2,3,Data Science & Analytics|Web Development,Artificial Intelligence,90.7,Full Stack Development,84.2,Python,82.6,Engineering Mathematics-III,81.3,Computer Networks,77.3,sklearn|numpy|classification|neural network|machine learning|pandas|keras|pytorch|regression|python
ML,1,3,Data Science & Analytics,Full Stack Development,70.5,Digital Logic & Design,68.0,Data Structures and Algorithms,67.71028886505368,Cryptography & Network Security,62.8,Automata Theory,57.6,sklearn|numpy|neural network|pandas|regression|python|nlp
ML,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,53.8,Java,51.8,Python,45.9,Database Management Systems,42.2,Full Stack Development,38.6,machine learning|pytorch|tensorflow|keras|esp32|regression|tableau
WT,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Database Management Systems,80.9,IoT,74.8,Cryptography & Network Security,72.0,Automata Theory,71.0,Operating Systems,68.3,microcontroller|etl|wireless|esp32|raspberry pi|bluetooth
