student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,lab_performance,project_score,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_01082,topper,6,7.97,9.5,7.0,2.5,90.6,85.9,61.1,73.2,69.3,6.73,4,0,4,0,82.2,74.3,90.2,5.7,82.8,80.7,0.62,10.0
STU_01083,average,3,5.01,2.84,6.11,-3.27,69.1,37.6,61.1,73.9,44.1,7.07,6,3,0,5,41.1,27.7,50.6,8.6,41.5,40.9,0.25,1.5
STU_01084,above_avg,4,5.57,6.82,4.05,2.77,80.8,85.0,38.1,60.0,3.2,6.84,7,0,2,0,64.8,52.1,82.2,10.2,78.1,59.5,0.38,8.22
STU_01085,topper,5,8.31,7.33,8.55,-1.22,94.9,87.5,56.8,66.6,60.1,6.9,4,0,1,0,71.8,62.7,93.4,12.6,80.0,63.6,0.5,9.5
STU_01086,topper,4,9.35,8.77,9.58,-0.81,93.6,80.0,76.5,65.6,78.4,6.22,7,0,7,0,75.6,70.9,83.1,4.5,73.5,76.4,0.38,9.56
STU_01087,topper,3,9.25,8.74,10.0,-1.26,90.0,100.0,65.5,59.0,39.4,6.33,6,0,5,0,81.0,69.4,94.1,9.5,92.0,75.4,0.25,9.09
STU_01088,average,7,0.96,2.0,0.0,2.0,81.7,62.9,46.2,60.0,32.1,6.35,3,1,0,2,46.9,29.5,62.8,13.6,55.5,29.5,0.75,1.83
STU_01089,improving,6,2.05,3.12,0.0,3.12,79.9,39.8,52.4,36.2,61.9,6.2,4,1,0,4,36.5,18.8,45.8,10.4,35.3,40.0,0.62,6.33
STU_01090,average,7,3.71,5.0,3.25,1.75,66.6,42.5,37.3,60.9,64.2,4.96,3,0,0,2,47.2,43.0,51.9,3.7,47.5,46.6,0.75,7.67
STU_01091,failing,3,0.0,0.0,0.0,0.0,18.5,19.7,47.3,57.6,13.3,5.88,6,6,0,6,3.9,2.0,9.0,2.5,6.8,2.5,0.25,0.0
STU_01092,above_avg,3,4.79,3.42,6.32,-2.9,81.3,64.5,69.3,41.5,46.5,7.18,6,2,0,3,48.5,34.2,57.5,8.7,53.2,46.2,0.25,1.14
STU_01093,below_avg,6,0.63,0.75,0.67,0.08,52.2,45.1,29.1,39.6,0.0,6.44,4,3,0,3,31.9,2.0,58.9,20.2,41.9,2.0,0.62,0.0
STU_01094,average,5,1.5,1.22,1.45,-0.23,73.2,62.7,52.8,42.2,19.1,7.0,4,2,0,3,38.8,24.9,53.0,11.9,50.5,27.1,0.5,1.62
STU_01095,struggling,6,0.79,0.75,0.56,0.19,45.7,45.5,30.1,31.9,19.0,5.96,4,3,0,3,33.5,16.5,51.0,12.2,39.2,16.5,0.62,0.0
STU_01096,below_avg,4,0.92,0.18,0.42,-0.24,58.7,23.3,24.2,50.8,15.4,6.02,7,6,0,7,16.1,2.0,42.7,14.1,23.1,13.3,0.38,0.0
STU_01097,failing,4,0.07,0.0,0.0,0.0,16.3,3.7,24.5,20.8,42.1,6.37,7,7,0,7,3.2,2.0,6.2,1.7,5.9,2.2,0.38,0.0
STU_01098,below_avg,7,1.39,1.33,1.5,-0.17,56.9,34.6,23.1,37.5,32.4,6.0,3,1,0,3,29.1,2.0,44.1,19.2,42.7,2.0,0.75,0.0
STU_01099,improving,3,4.0,6.11,1.58,4.53,89.2,88.1,71.7,65.5,82.0,6.14,6,0,1,1,63.6,43.0,90.5,14.3,79.5,55.6,0.25,6.09
STU_01100,average,4,0.59,0.18,0.0,0.18,67.2,32.7,34.2,44.6,0.0,5.29,7,6,0,7,34.9,22.9,43.6,6.9,35.5,34.7,0.38,1.0
STU_01101,below_avg,3,0.0,0.0,0.0,0.0,61.7,20.2,38.5,56.3,23.4,6.69,6,6,0,6,12.9,2.0,27.6,9.1,23.5,7.6,0.25,0.27
STU_01102,above_avg,3,5.43,5.05,7.26,-2.21,74.8,62.8,58.0,51.7,22.7,6.48,6,1,1,3,51.2,24.8,82.4,17.7,56.0,48.8,0.25,3.23
STU_01103,below_avg,7,2.66,1.0,5.25,-4.25,63.2,46.0,51.2,71.2,32.2,7.43,3,2,0,2,37.9,24.3,53.1,11.8,44.8,24.3,0.75,0.0
STU_01104,improving,3,1.23,1.95,0.0,1.95,76.3,77.4,54.6,96.9,24.5,6.26,6,3,0,5,40.1,23.7,63.6,14.8,56.6,31.9,0.25,3.36
STU_01105,average,6,2.48,4.0,0.44,3.56,67.0,64.3,52.8,41.9,20.5,6.1,4,1,0,3,44.7,34.1,58.0,8.6,45.7,41.7,0.62,0.0
STU_01106,average,6,3.94,5.88,1.33,4.55,72.1,65.6,46.8,58.3,46.0,5.96,4,1,0,1,56.9,34.6,68.5,13.3,53.0,68.5,0.62,7.17
STU_01107,average,4,1.18,0.18,0.95,-0.77,61.8,38.4,44.4,56.8,39.4,6.54,7,6,0,7,24.4,12.4,41.8,9.3,34.8,20.2,0.38,2.44
STU_01108,above_avg,6,4.61,5.62,3.56,2.06,77.0,57.2,66.2,23.2,70.9,5.98,4,0,0,2,50.6,42.5,57.4,5.8,48.3,57.4,0.62,7.67
STU_01109,average,5,0.6,0.67,1.32,-0.65,70.3,40.1,63.6,45.0,24.0,5.59,4,3,0,3,34.6,27.4,50.1,9.3,38.8,30.4,0.5,1.0
STU_01110,struggling,4,0.24,0.18,0.0,0.18,38.6,38.0,23.8,46.3,5.0,6.6,7,6,0,7,18.1,2.0,43.7,13.9,36.0,11.0,0.38,0.0
STU_01111,average,3,2.89,2.95,3.32,-0.37,62.9,57.1,24.4,50.2,17.8,6.66,6,2,0,4,42.5,23.5,54.7,10.7,50.2,38.6,0.25,2.18
STU_01112,below_avg,7,0.78,0.0,0.0,0.0,50.1,35.9,43.1,56.3,21.3,5.51,3,3,0,3,22.9,18.3,27.3,3.7,25.2,18.3,0.75,1.17
STU_01113,below_avg,3,0.0,0.0,0.63,-0.63,57.7,45.1,40.7,35.5,17.3,7.18,6,6,0,6,22.6,6.7,39.8,12.9,39.3,14.2,0.25,0.73
STU_01114,failing,4,1.18,0.0,1.37,-1.37,27.8,3.7,42.9,34.9,38.8,5.23,7,7,0,7,4.6,2.0,15.7,4.8,8.8,2.9,0.38,0.0
STU_01115,struggling,3,0.0,0.0,0.21,-0.21,30.9,24.1,20.1,54.0,7.0,7.39,6,6,0,6,11.7,2.0,24.1,6.7,17.5,8.8,0.25,0.0
STU_01116,strong,4,8.16,8.32,8.42,-0.1,85.6,87.7,72.2,78.9,50.4,7.93,7,0,6,0,76.6,69.7,94.1,8.1,85.5,73.0,0.38,9.67
STU_01117,above_avg,3,6.06,5.84,6.63,-0.79,76.9,66.9,49.0,30.4,54.7,7.18,6,0,0,2,58.5,48.4,69.9,8.2,63.8,55.9,0.25,7.23
STU_01118,strong,5,7.79,8.78,7.41,1.37,96.2,100.0,63.0,53.8,49.4,5.48,4,0,4,0,83.9,70.5,99.1,10.8,93.6,74.2,0.5,9.62
STU_01119,above_avg,6,5.79,5.0,6.11,-1.11,86.1,48.9,59.7,40.3,49.3,7.63,4,0,0,3,50.6,44.8,63.6,7.6,52.5,44.8,0.62,2.0
STU_01120,above_avg,6,4.22,6.5,1.56,4.94,73.9,74.3,45.7,72.1,13.0,7.01,4,0,2,1,64.6,48.3,77.1,10.7,70.0,48.3,0.62,7.83
STU_01121,below_avg,4,0.42,0.18,0.68,-0.5,68.4,29.5,29.8,24.8,29.1,6.85,7,6,0,7,19.0,2.0,40.6,16.0,26.9,15.8,0.38,0.44
STU_01122,below_avg,5,0.5,0.0,0.45,-0.45,56.8,45.8,65.8,28.3,0.0,6.78,4,4,0,4,31.1,23.6,36.4,5.0,35.6,26.5,0.5,3.0
STU_01123,below_avg,5,1.89,2.44,1.14,1.3,56.5,25.2,38.2,38.1,41.9,7.52,4,2,0,3,40.4,32.5,50.1,7.3,39.5,41.3,0.5,0.0
STU_01124,below_avg,5,0.99,1.33,0.18,1.15,63.7,31.0,33.1,68.8,30.7,6.1,4,3,0,4,26.5,2.0,42.3,14.9,31.0,22.1,0.5,3.0
STU_01125,strong,4,7.04,5.86,7.58,-1.72,94.7,89.0,56.8,57.5,0.4,6.43,7,0,1,2,61.5,43.7,100.0,17.7,83.0,52.9,0.38,7.56
STU_01126,strong,7,6.53,6.5,7.38,-0.88,86.7,82.2,39.4,44.7,28.9,7.42,3,0,1,0,64.0,53.6,72.8,7.9,69.2,53.6,0.75,6.33
STU_01127,above_avg,5,7.51,6.67,8.09,-1.42,68.8,72.5,79.1,35.5,46.8,6.44,4,0,2,1,65.4,47.8,76.3,11.2,75.0,55.7,0.5,7.62
STU_01128,struggling,3,0.0,0.0,0.0,0.0,44.7,23.6,48.1,4.6,10.5,5.31,6,6,0,6,5.8,2.0,14.0,5.3,2.0,7.6,0.25,0.0
STU_01129,above_avg,7,6.81,5.83,7.25,-1.42,87.1,79.2,56.2,80.0,9.6,5.98,3,0,1,1,60.1,46.2,73.0,11.0,67.1,46.2,0.75,2.33
STU_01130,above_avg,5,4.59,3.89,4.59,-0.7,83.9,50.7,59.2,44.9,72.3,5.61,4,1,1,2,57.5,34.3,77.5,16.7,63.6,51.4,0.5,6.75
STU_01131,above_avg,6,6.52,5.88,6.89,-1.01,77.2,59.2,67.3,44.9,55.8,5.55,4,0,0,1,59.5,48.1,69.8,8.9,63.3,48.1,0.62,8.17
STU_01132,above_avg,4,4.65,5.41,3.53,1.88,88.5,48.0,49.5,48.1,46.8,5.6,7,0,0,3,50.5,44.1,59.0,5.2,52.3,49.8,0.38,6.44
STU_01133,below_avg,5,0.82,1.0,0.41,0.59,68.4,61.3,29.9,45.2,14.0,6.92,4,2,0,4,23.9,3.1,46.3,19.5,43.3,4.5,0.5,3.25
STU_01134,below_avg,4,0.0,0.18,0.21,-0.03,56.7,28.8,0.0,38.0,56.6,5.85,7,6,0,7,25.8,2.0,43.1,12.5,40.3,20.0,0.38,0.56
STU_01135,strong,4,8.59,7.59,9.37,-1.78,88.1,80.3,51.0,75.7,8.1,6.94,7,0,3,0,69.5,58.8,80.9,6.2,69.8,69.4,0.38,8.11
STU_01136,above_avg,3,5.85,5.47,5.84,-0.37,77.2,70.9,55.3,63.6,22.2,4.88,6,1,0,2,49.6,34.5,55.7,7.1,44.5,52.2,0.25,5.09
STU_01137,below_avg,5,1.55,1.11,1.64,-0.53,46.0,44.9,35.9,14.4,2.9,5.48,4,2,0,3,35.2,18.7,55.2,15.0,49.6,20.9,0.5,1.5
STU_01138,average,4,5.55,6.68,5.37,1.31,67.4,39.9,53.2,49.7,10.2,6.26,7,1,1,2,55.3,5.1,86.9,23.9,32.9,64.3,0.38,6.78
STU_01139,above_avg,3,5.34,5.37,5.37,0.0,79.5,47.0,60.1,66.9,45.4,6.54,6,0,0,2,51.1,44.2,56.3,4.0,52.9,50.3,0.25,6.68
STU_01140,below_avg,4,1.08,0.55,1.32,-0.77,66.5,43.6,26.2,25.0,41.6,6.81,7,5,0,5,22.8,2.0,59.4,21.7,55.2,9.8,0.38,0.44
STU_01141,average,5,0.63,1.33,1.23,0.1,73.2,54.8,21.6,51.2,48.0,6.08,4,2,0,2,44.2,32.0,54.4,9.8,53.9,34.5,0.5,0.5
STU_01142,strong,6,7.85,8.88,5.89,2.99,81.2,74.7,74.9,63.9,25.0,6.23,4,0,4,0,80.6,73.2,88.5,6.1,83.1,73.2,0.62,9.33
STU_01143,average,4,1.36,1.27,0.95,0.32,73.1,47.6,50.0,47.0,58.2,5.57,7,5,0,6,36.5,22.3,56.8,10.8,40.5,34.9,0.38,5.56
STU_01144,topper,5,9.61,10.0,9.64,0.36,84.3,100.0,91.1,64.2,84.0,6.14,4,0,4,0,95.6,85.9,100.0,5.8,98.2,93.0,0.5,10.0
STU_01145,above_avg,3,5.31,3.37,6.95,-3.58,82.7,53.4,57.3,66.7,21.1,4.74,6,2,0,4,44.4,33.7,60.5,9.3,42.7,45.2,0.25,1.36
STU_01146,average,4,1.46,1.55,0.79,0.76,79.4,42.7,45.9,53.0,50.5,6.52,7,4,0,5,37.3,18.1,53.7,11.4,47.0,33.5,0.38,1.56
STU_01147,below_avg,3,1.68,1.47,0.84,0.63,52.0,28.0,41.1,46.4,14.2,5.79,6,4,0,5,34.1,17.8,55.2,13.2,39.5,31.4,0.25,1.45
STU_01148,below_avg,4,0.62,0.23,0.21,0.02,50.6,60.1,41.5,42.6,31.0,5.46,7,6,0,7,24.3,2.0,45.0,13.7,42.0,17.2,0.38,0.44
STU_01149,below_avg,6,0.0,0.0,0.44,-0.44,70.6,30.2,51.7,36.7,29.1,5.41,4,4,0,4,16.7,2.0,38.1,14.1,21.6,2.0,0.62,0.0
STU_01150,struggling,3,0.74,0.0,0.84,-0.84,45.6,51.3,29.2,0.0,21.3,5.12,6,6,0,6,20.9,2.0,39.2,14.9,31.9,15.4,0.25,0.0
STU_01151,below_avg,4,1.12,1.0,0.84,0.16,58.7,55.6,67.9,47.8,28.6,5.67,7,5,0,6,35.1,21.2,57.4,11.8,47.5,30.2,0.38,0.56
STU_01152,strong,4,7.01,6.68,7.05,-0.37,96.5,76.8,68.8,61.0,21.8,6.23,7,0,3,1,63.7,44.4,74.1,9.6,68.7,61.6,0.38,5.78
STU_01153,below_avg,3,1.41,0.42,1.79,-1.37,58.2,49.4,47.6,50.4,25.4,5.53,6,5,0,6,27.5,12.4,42.8,9.3,36.1,23.2,0.25,0.0
STU_01154,failing,3,0.0,0.0,0.0,0.0,37.7,21.5,13.3,36.5,17.4,6.08,6,6,0,6,7.3,2.0,19.8,7.5,10.9,5.5,0.25,0.0
STU_01155,above_avg,4,5.67,4.68,5.47,-0.79,84.2,67.9,53.3,58.4,36.9,6.34,7,1,1,3,54.0,33.6,74.7,13.4,68.5,48.2,0.38,6.78
STU_01156,average,6,2.05,3.75,1.44,2.31,69.0,33.9,46.2,25.0,27.9,5.61,4,1,0,4,41.8,37.3,46.9,3.4,42.0,41.4,0.62,5.5
STU_01157,topper,3,10.0,10.0,10.0,0.0,95.4,89.4,86.5,86.0,29.4,5.81,6,0,6,0,92.6,80.5,100.0,7.0,98.0,89.9,0.25,10.0
STU_01158,average,3,0.76,0.0,0.84,-0.84,74.3,27.7,57.3,31.4,48.7,6.35,6,6,0,6,28.2,19.9,38.7,7.4,30.9,26.8,0.25,1.23
STU_01159,strong,4,7.99,8.41,7.26,1.15,94.0,67.6,68.6,52.8,52.2,7.38,7,0,5,0,74.1,64.7,84.1,6.9,73.6,74.3,0.38,10.0
STU_01160,average,6,2.6,1.62,2.89,-1.27,62.9,41.2,61.1,37.0,40.0,6.96,4,2,0,4,38.2,27.4,45.6,7.2,41.9,27.4,0.62,1.0
STU_01161,above_avg,5,6.94,6.22,6.73,-0.51,75.2,66.5,59.2,62.1,27.3,7.18,4,0,1,1,62.9,48.8,73.7,9.0,69.8,56.0,0.5,6.38
STU_01162,below_avg,3,0.0,0.0,0.0,0.0,63.4,46.2,47.9,32.4,30.6,6.58,6,6,0,6,19.7,2.0,34.1,11.5,31.0,14.0,0.25,0.0
STU_01163,average,4,2.64,2.82,1.68,1.14,68.6,50.2,45.0,21.2,0.0,7.79,7,2,0,6,40.1,20.5,54.4,9.6,47.9,37.0,0.38,1.22
STU_01164,below_avg,4,1.34,0.0,2.32,-2.32,61.3,28.2,28.0,52.3,29.1,6.23,7,7,0,7,15.5,2.0,24.7,7.7,21.9,12.9,0.38,0.0
STU_01165,average,3,1.38,0.84,2.79,-1.95,76.9,36.0,20.6,34.2,0.0,5.29,6,5,0,6,31.3,24.8,41.5,6.2,32.2,30.9,0.25,1.64
STU_01166,above_avg,4,5.6,4.23,7.16,-2.93,81.2,75.6,69.9,46.1,70.1,7.13,7,2,2,2,56.4,25.9,79.8,17.2,76.5,48.3,0.38,7.22
STU_01167,below_avg,4,0.0,0.0,0.0,0.0,57.6,28.6,29.6,48.0,27.6,5.16,7,7,0,7,26.8,16.8,33.8,5.4,26.2,27.0,0.38,0.44
STU_01168,below_avg,3,1.34,0.53,1.05,-0.52,54.3,35.4,60.3,36.1,29.5,6.1,6,5,0,6,30.7,14.9,49.0,11.4,40.1,25.9,0.25,0.5
STU_01169,above_avg,3,6.77,6.21,6.84,-0.63,74.4,63.6,68.0,43.0,62.2,5.45,6,0,0,1,58.0,42.7,67.5,8.4,55.4,59.3,0.25,5.64
STU_01170,topper,7,9.91,10.0,10.0,0.0,94.4,100.0,100.0,100.0,64.4,6.24,3,0,3,0,92.0,90.2,95.1,2.2,90.4,95.1,0.75,10.0
STU_01171,above_avg,4,6.17,6.73,5.32,1.41,83.9,76.6,74.8,36.4,23.7,5.38,7,0,3,1,66.3,47.3,86.0,14.3,85.0,58.9,0.38,8.0
STU_01172,improving,5,1.79,2.44,0.27,2.17,79.8,55.0,51.0,38.3,7.0,5.13,4,1,0,3,44.3,38.5,53.1,5.4,48.0,40.7,0.5,6.12
STU_01173,strong,6,6.59,7.12,6.22,0.9,87.9,82.3,68.8,39.8,49.0,5.91,4,0,3,0,69.4,56.7,78.2,7.9,73.6,56.7,0.62,7.83
STU_01174,below_avg,5,0.3,0.0,0.45,-0.45,50.8,21.4,49.4,28.6,19.5,7.13,4,4,0,4,13.8,9.0,17.6,3.4,14.3,13.3,0.5,0.0
STU_01175,struggling,5,0.07,0.0,0.0,0.0,41.8,27.3,30.8,47.1,31.9,6.64,4,4,0,4,22.5,17.6,26.8,3.9,23.2,21.7,0.5,2.5
STU_01176,average,4,1.14,0.41,1.58,-1.17,79.9,40.0,35.0,61.5,28.2,6.76,7,5,0,7,30.7,17.2,46.0,10.9,45.0,25.0,0.38,3.22
STU_01177,topper,4,8.49,7.82,9.16,-1.34,95.3,93.6,91.1,47.1,30.6,6.1,7,0,5,0,74.0,66.7,85.0,6.2,82.8,70.4,0.38,10.0
STU_01178,above_avg,5,6.13,6.22,5.14,1.08,76.4,72.4,54.4,55.4,85.6,6.18,4,0,0,0,59.0,51.0,64.8,5.2,63.3,54.6,0.5,6.0
STU_01179,struggling,6,0.26,0.0,0.0,0.0,53.1,40.0,11.4,80.4,11.0,5.83,4,4,0,4,17.0,2.0,33.4,15.0,22.0,2.0,0.62,0.0
STU_01180,strong,6,5.1,6.25,5.0,1.25,89.8,69.0,51.0,43.3,34.7,6.65,4,0,0,1,59.9,42.9,68.4,10.2,57.1,68.4,0.62,8.0
STU_01181,strong,3,7.16,8.11,6.58,1.53,81.5,89.3,91.1,72.5,20.7,5.04,6,0,4,1,77.1,49.6,95.7,15.2,90.5,70.4,0.25,8.82
STU_01182,struggling,3,0.62,0.32,0.53,-0.21,30.0,36.3,14.4,33.6,73.0,5.77,6,5,0,5,27.3,2.0,54.5,15.7,40.0,21.0,0.25,0.0
STU_01183,above_avg,3,2.34,3.53,1.11,2.42,73.3,53.2,43.4,39.9,14.7,5.6,6,2,0,4,49.2,33.4,69.6,13.7,54.6,46.5,0.25,5.55
STU_01184,strong,7,7.29,8.17,6.88,1.29,90.8,66.2,69.0,64.7,48.1,6.17,3,0,2,0,74.7,64.6,88.1,9.9,76.3,71.4,0.75,8.5
STU_01185,topper,3,9.23,8.95,9.37,-0.42,95.2,100.0,77.7,59.8,24.8,6.02,6,0,5,0,80.6,64.1,92.4,9.7,92.0,74.9,0.25,8.64
STU_01186,above_avg,3,5.17,4.42,5.11,-0.69,76.5,61.7,47.8,44.2,14.5,5.48,6,1,1,3,51.0,33.4,73.0,11.8,62.3,45.4,0.25,2.45
STU_01187,strong,6,6.77,7.5,7.0,0.5,88.3,77.1,40.0,68.7,42.9,5.16,4,0,2,0,72.0,65.6,81.5,5.9,74.1,65.6,0.62,7.83
STU_01188,above_avg,6,5.26,5.88,4.56,1.32,76.9,71.2,53.0,48.2,48.1,7.24,4,0,1,1,59.2,49.5,70.4,7.5,62.5,49.5,0.62,6.0
STU_01189,struggling,7,0.26,0.83,0.0,0.83,29.1,31.7,18.4,29.3,0.0,6.48,3,2,0,3,20.0,2.1,45.7,18.6,23.9,12.3,0.75,0.0
STU_01190,average,3,3.9,3.05,5.37,-2.32,64.5,83.2,53.8,42.3,5.7,6.08,6,2,1,4,46.0,28.4,71.8,14.2,61.6,38.2,0.25,3.18
STU_01191,average,3,4.78,4.11,5.37,-1.26,82.1,72.6,40.4,58.4,23.9,5.92,6,1,0,3,46.8,34.2,55.6,6.8,53.5,43.5,0.25,1.45
STU_01192,strong,4,7.46,8.14,6.74,1.4,91.7,70.7,71.8,54.9,8.3,8.07,7,0,5,0,73.9,63.5,85.9,6.9,81.0,71.1,0.38,9.33
STU_01193,strong,5,7.19,6.78,7.23,-0.45,87.9,69.5,42.3,48.3,19.8,5.62,4,0,1,0,62.2,51.9,71.1,6.8,66.9,57.5,0.5,8.88
STU_01194,strong,7,7.92,8.33,7.5,0.83,92.6,69.3,64.9,48.8,28.3,5.18,3,0,2,0,67.8,52.4,76.7,11.0,63.4,76.7,0.75,7.83
STU_01195,average,5,1.28,1.67,1.18,0.49,76.0,94.7,38.6,46.1,20.3,5.08,4,2,1,2,46.5,17.8,78.3,23.7,68.7,24.2,0.5,7.25
STU_01196,failing,4,0.0,0.0,0.0,0.0,11.1,35.4,26.4,0.0,0.0,5.91,7,7,0,7,13.5,2.0,27.3,9.2,25.3,8.8,0.38,0.0
STU_01197,improving,4,1.92,3.18,0.0,3.18,89.2,55.8,53.2,55.3,47.9,7.74,7,3,0,4,42.1,21.3,56.7,13.3,48.2,39.7,0.38,1.22
STU_01198,strong,5,6.49,5.67,7.23,-1.56,95.1,47.1,65.7,57.4,13.9,6.1,4,0,0,1,53.1,48.8,58.3,3.5,54.9,51.3,0.5,8.62
STU_01199,strong,5,5.91,7.22,6.18,1.04,90.2,95.6,79.3,62.8,16.3,5.64,4,0,2,0,72.0,50.0,91.6,15.8,86.4,57.6,0.5,7.75
STU_01200,strong,5,7.41,7.67,6.64,1.03,87.6,100.0,73.0,41.7,11.3,7.25,4,0,3,0,73.3,59.4,84.2,9.1,78.2,68.5,0.5,8.75
STU_01201,topper,6,10.0,10.0,10.0,0.0,97.2,97.3,100.0,100.0,46.4,5.4,4,0,4,0,93.1,90.2,99.2,3.5,93.7,91.6,0.62,10.0
STU_01202,below_avg,7,0.0,0.0,0.0,0.0,55.9,34.1,54.3,44.3,23.9,4.86,3,3,0,3,30.1,21.4,39.7,7.5,34.5,21.4,0.75,1.0
STU_01203,average,6,1.01,1.12,1.33,-0.21,72.2,46.9,54.4,67.9,21.9,5.23,4,2,0,4,36.3,21.6,48.4,10.5,41.2,21.6,0.62,0.0
STU_01204,below_avg,4,1.43,0.91,1.53,-0.62,61.1,40.1,60.9,23.1,23.8,5.95,7,5,0,7,29.9,8.4,43.0,12.5,39.6,26.0,0.38,0.0
STU_01205,above_avg,3,6.55,6.32,6.05,0.27,92.4,75.4,62.7,76.6,35.4,5.54,6,0,0,0,58.0,52.9,69.7,6.2,59.5,57.3,0.25,7.45
STU_01206,strong,3,9.46,8.68,9.05,-0.37,79.9,100.0,75.5,53.4,43.3,6.07,6,0,5,0,78.3,69.5,91.2,8.2,83.6,75.7,0.25,10.0
STU_01207,topper,6,8.75,9.0,10.0,-1.0,87.2,99.7,90.2,73.8,33.6,6.41,4,0,4,0,90.6,71.5,100.0,11.3,97.0,71.5,0.62,10.0
STU_01208,strong,3,6.65,7.37,6.79,0.58,90.3,81.2,53.7,74.8,28.8,6.98,6,0,3,0,69.2,56.6,87.3,10.7,80.2,63.7,0.25,7.27
STU_01209,above_avg,5,5.49,4.67,6.36,-1.69,74.9,57.4,55.8,51.9,52.3,6.04,4,1,0,1,58.0,36.0,66.8,12.8,66.2,49.8,0.5,7.38
STU_01210,below_avg,3,0.38,0.0,0.79,-0.79,67.1,38.1,41.3,38.8,34.2,5.36,6,6,0,6,17.8,2.0,34.6,10.4,25.5,14.0,0.25,0.0
STU_01211,topper,6,9.94,10.0,10.0,0.0,99.1,95.6,91.5,79.2,47.8,5.39,4,0,4,0,97.6,93.4,100.0,2.7,99.0,93.4,0.62,10.0
STU_01212,average,3,3.67,4.21,3.53,0.68,65.1,70.2,34.4,39.6,12.5,5.14,6,1,0,3,50.6,33.7,69.6,11.8,56.4,47.8,0.25,5.09
STU_01213,average,5,2.36,2.56,2.45,0.11,69.1,58.7,46.4,48.1,20.0,6.05,4,1,0,3,43.5,32.2,60.8,10.6,50.8,36.2,0.5,8.25
STU_01214,below_avg,3,0.0,0.0,0.0,0.0,75.0,24.9,6.0,37.7,4.2,5.83,6,6,0,6,25.6,17.6,31.7,5.9,24.6,26.1,0.25,0.0
STU_01215,failing,3,0.27,0.0,0.74,-0.74,19.9,19.3,6.9,23.0,35.2,6.94,6,6,0,6,14.0,2.0,30.1,11.7,15.8,13.1,0.25,0.0
STU_01216,below_avg,3,0.0,0.0,0.0,0.0,62.3,43.6,20.8,39.9,0.0,6.9,6,6,0,6,14.9,2.0,33.2,12.0,31.0,6.9,0.25,0.0
STU_01217,below_avg,4,1.51,0.23,1.89,-1.66,69.3,58.3,27.5,57.7,35.2,5.44,7,6,0,7,22.5,2.0,47.0,15.8,31.2,19.0,0.38,2.44
STU_01218,average,4,0.3,0.23,0.42,-0.19,65.0,28.2,50.6,36.6,16.8,5.54,7,6,0,7,30.1,12.3,45.9,9.4,38.9,26.6,0.38,0.56
STU_01219,struggling,5,0.56,0.78,0.0,0.78,50.6,28.8,35.3,27.3,41.8,5.8,4,3,0,3,19.9,2.0,60.2,23.9,37.7,2.0,0.5,0.0
STU_01220,topper,6,9.83,10.0,9.89,0.11,96.1,80.4,71.0,76.2,15.6,6.54,4,0,4,0,85.3,80.2,88.0,3.0,85.1,86.1,0.62,8.67
STU_01221,strong,5,7.77,8.44,7.73,0.71,91.8,86.7,62.1,83.6,36.4,6.0,4,0,3,0,77.0,65.9,89.2,8.9,80.6,73.5,0.5,10.0
STU_01222,average,3,2.81,1.68,3.42,-1.74,78.4,64.9,55.9,31.6,27.9,5.97,6,3,0,6,40.7,35.3,46.5,3.9,43.1,39.5,0.25,2.09
STU_01223,topper,5,10.0,10.0,10.0,0.0,96.6,100.0,88.9,99.7,47.3,5.93,4,0,4,0,94.2,84.1,100.0,6.3,99.6,88.9,0.5,8.5
STU_01224,topper,6,9.54,10.0,9.22,0.78,90.9,100.0,81.9,86.0,29.3,6.55,4,0,4,0,91.2,83.5,96.0,5.0,91.6,90.1,0.62,10.0
STU_01225,strong,7,6.53,6.0,7.12,-1.12,77.4,68.8,60.2,33.9,60.9,6.3,3,0,1,1,63.0,45.2,78.7,13.8,72.0,45.2,0.75,2.67
STU_01226,strong,5,6.74,7.67,6.18,1.49,80.1,70.8,79.3,68.9,62.6,5.78,4,0,2,0,71.6,63.2,84.8,8.2,75.6,67.6,0.5,10.0
STU_01227,strong,3,7.45,7.47,6.74,0.73,91.3,79.2,36.6,67.9,53.4,5.53,6,0,3,0,66.6,51.8,85.5,11.4,71.3,64.2,0.25,5.68
STU_01228,topper,7,9.85,10.0,9.0,1.0,94.4,89.4,82.1,86.0,43.7,5.32,3,0,3,0,88.5,84.2,92.0,3.2,90.6,84.2,0.75,10.0
STU_01229,topper,4,8.83,8.91,8.05,0.86,91.3,78.8,63.9,80.4,44.0,4.85,7,0,6,0,80.2,67.5,88.8,6.8,86.3,77.7,0.38,10.0
STU_01230,average,3,2.92,3.58,1.68,1.9,73.9,61.4,65.8,79.7,25.2,5.62,6,2,1,2,51.2,35.3,72.3,12.0,62.7,45.4,0.25,3.23
STU_01231,above_avg,7,5.1,4.17,6.25,-2.08,78.8,29.5,64.8,69.6,49.1,6.84,3,1,0,3,43.2,34.3,48.1,6.3,40.8,48.1,0.75,5.0
