student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,assignment_completion,quiz_average,lab_performance,project_score,study_hours,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_00767,below_avg,4,1.23,1.36,1.42,-0.06,56.4,57.4,37.7,41.6,21.1,3.3,25.2,36.7,5.67,7,4,0,7,38.3,16.9,49.8,10.6,49.2,33.9,0.38,0.67
STU_00768,above_avg,3,6.38,5.95,7.79,-1.84,77.1,84.6,58.5,70.0,68.6,6.6,77.5,39.9,6.02,6,0,2,2,60.3,40.7,76.9,12.9,75.3,52.8,0.25,5.64
STU_00769,struggling,3,0.04,0.0,0.0,0.0,49.1,19.9,12.4,13.9,16.4,2.2,23.4,56.0,5.87,6,6,0,6,5.8,2.0,12.9,4.3,5.8,5.7,0.25,0.27
STU_00770,failing,5,0.03,0.0,0.0,0.0,17.2,29.1,13.9,31.4,15.6,0.3,7.1,50.6,5.91,4,4,0,4,13.4,2.0,26.5,11.4,24.7,2.1,0.5,0.0
STU_00771,average,3,4.78,2.89,6.74,-3.85,77.1,52.2,37.2,39.4,42.0,3.6,49.6,55.2,7.88,6,2,0,5,41.5,14.2,54.9,13.2,49.0,37.8,0.25,1.73
STU_00772,above_avg,5,6.86,6.22,7.77,-1.55,74.6,64.1,73.8,75.8,67.4,6.6,77.6,59.3,6.76,4,0,1,1,62.6,49.8,72.7,8.2,68.0,57.3,0.5,6.62
STU_00773,below_avg,5,1.67,2.33,0.73,1.6,64.5,39.8,31.8,31.4,24.0,3.8,43.4,43.1,7.67,4,2,0,4,31.0,11.6,46.7,15.0,34.0,28.0,0.5,0.0
STU_00774,above_avg,5,5.83,5.56,6.32,-0.76,78.3,89.1,51.0,52.7,52.1,7.6,61.6,26.9,6.72,4,0,0,2,54.5,45.6,67.6,8.9,56.6,52.5,0.5,2.12
STU_00775,improving,6,5.51,5.38,5.33,0.05,89.8,80.2,59.6,66.4,61.4,7.6,81.1,21.7,5.9,4,1,2,1,62.7,35.4,88.9,20.9,66.7,50.7,0.62,7.0
STU_00776,struggling,3,0.0,0.0,0.0,0.0,33.7,42.0,8.8,21.6,33.0,0.2,22.0,56.7,6.92,6,6,0,6,13.8,2.0,39.6,13.3,25.7,7.9,0.25,0.0
STU_00777,average,3,3.97,2.37,5.74,-3.37,68.2,70.3,56.7,92.8,44.2,2.9,55.8,0.0,7.56,6,3,2,4,49.3,26.8,85.6,22.8,80.4,33.8,0.25,1.0
STU_00778,topper,6,10.0,10.0,9.56,0.44,92.7,92.0,85.2,90.6,81.0,8.8,100.0,71.0,6.41,4,0,4,0,89.9,85.3,97.6,4.7,91.4,85.3,0.62,10.0
STU_00779,below_avg,3,0.74,0.0,0.74,-0.74,55.0,46.6,25.2,27.0,28.5,2.4,49.1,42.0,6.82,6,6,0,6,19.1,2.0,36.2,12.5,30.2,13.5,0.25,0.73
STU_00780,topper,3,10.0,10.0,10.0,0.0,91.6,88.8,89.6,100.0,66.4,12.2,84.0,68.1,5.49,6,0,6,0,90.6,86.7,96.9,3.6,95.3,88.2,0.25,10.0
STU_00781,average,4,1.76,2.73,0.74,1.99,67.3,68.5,41.1,40.7,59.2,3.0,43.0,15.5,8.5,7,3,0,3,42.8,24.7,54.8,11.0,52.7,38.8,0.38,1.44
STU_00782,above_avg,6,6.96,7.62,6.33,1.29,81.6,78.4,62.6,59.7,43.7,5.9,61.9,12.0,6.42,4,0,3,0,70.1,63.5,75.2,4.2,72.3,63.5,0.62,7.33
STU_00783,above_avg,3,5.71,5.84,5.84,0.0,77.7,78.9,47.5,60.8,57.3,4.2,91.5,39.5,6.97,6,0,0,1,55.5,42.8,66.6,7.7,59.8,53.4,0.25,6.0
STU_00784,above_avg,7,6.14,6.67,5.88,0.79,79.3,74.7,57.5,65.1,58.3,7.1,64.9,31.7,5.59,3,0,0,0,57.5,50.0,67.0,7.1,52.8,67.0,0.75,7.17
STU_00785,struggling,3,0.09,0.0,0.0,0.0,43.6,38.7,11.1,45.1,18.2,0.1,29.8,0.8,5.71,6,6,0,6,13.5,2.0,31.2,12.6,30.7,5.0,0.25,0.0
STU_00786,above_avg,3,5.76,6.47,4.16,2.31,80.1,68.4,56.7,69.8,57.5,4.4,62.4,43.4,6.16,6,0,1,0,61.6,51.3,85.3,11.5,75.7,54.6,0.25,5.64
STU_00787,strong,3,7.53,6.95,7.05,-0.1,90.1,77.0,62.7,99.7,80.8,8.0,80.8,6.2,5.36,6,0,1,0,67.6,57.8,91.4,10.9,78.8,62.0,0.25,7.77
STU_00788,above_avg,3,5.23,6.68,2.95,3.73,81.2,66.4,68.4,65.9,62.5,6.5,66.2,2.3,5.84,6,0,1,0,61.7,52.6,70.6,6.2,67.3,58.9,0.25,8.05
STU_00789,average,5,4.76,5.56,4.18,1.38,72.3,63.2,54.5,70.3,38.2,4.5,41.9,32.0,6.68,4,0,0,1,54.6,43.6,63.4,7.8,61.8,47.4,0.5,7.5
STU_00790,struggling,5,0.32,0.0,0.0,0.0,36.9,23.6,21.3,16.2,20.0,0.5,36.7,30.3,5.84,4,4,0,4,18.8,3.6,35.3,11.3,18.1,19.4,0.5,0.0
STU_00791,below_avg,3,1.87,1.68,2.11,-0.43,56.7,49.7,36.9,70.3,64.6,3.1,49.8,16.2,7.61,6,3,0,5,37.0,19.2,55.0,13.2,52.2,29.4,0.25,4.0
STU_00792,below_avg,4,1.47,1.82,0.95,0.87,64.4,55.2,30.7,18.5,13.3,3.5,31.8,41.2,5.65,7,5,0,7,28.7,7.3,48.6,16.1,20.1,32.2,0.38,0.0
STU_00793,struggling,3,0.41,0.0,0.0,0.0,36.3,23.7,10.4,9.2,38.2,1.0,45.4,44.8,6.4,6,6,0,6,5.1,2.0,20.7,7.0,2.0,6.7,0.25,0.23
STU_00794,topper,3,9.82,10.0,10.0,0.0,95.0,90.7,94.0,100.0,96.7,12.2,74.2,57.6,6.88,6,0,6,0,92.1,85.3,98.9,5.6,98.8,88.7,0.25,9.64
STU_00795,topper,6,9.43,10.0,9.22,0.78,93.5,87.4,88.8,100.0,80.0,13.3,92.8,32.6,6.94,4,0,4,0,91.1,84.6,100.0,6.3,93.2,84.6,0.62,10.0
STU_00796,average,4,5.4,5.27,4.63,0.64,76.1,64.0,60.9,46.1,53.9,2.4,69.3,26.5,7.44,7,1,0,3,54.2,35.2,66.3,10.2,56.8,53.1,0.38,5.67
STU_00797,strong,3,7.83,8.11,7.58,0.53,88.2,88.0,66.1,69.8,66.3,6.4,73.4,9.2,6.92,6,0,4,0,70.5,59.2,80.0,7.3,66.7,72.5,0.25,8.91
STU_00798,struggling,3,0.74,0.84,0.26,0.58,42.0,23.6,21.4,0.9,54.4,2.5,22.1,19.6,7.78,6,5,0,6,16.6,2.2,42.4,14.7,12.2,18.8,0.25,0.0
STU_00799,strong,4,6.4,6.64,5.95,0.69,91.9,78.0,59.9,91.6,70.3,9.5,59.8,31.0,5.82,7,0,3,1,65.2,47.4,90.3,13.2,80.5,59.1,0.38,8.44
STU_00800,below_avg,4,1.1,2.0,0.84,1.16,56.1,60.6,42.6,44.0,62.2,3.1,61.6,0.0,4.73,7,5,0,6,36.6,11.9,56.8,13.0,38.0,36.1,0.38,0.0
STU_00801,topper,3,9.61,10.0,10.0,0.0,91.7,97.2,90.1,100.0,85.8,10.3,84.6,54.4,7.28,6,0,6,0,97.7,89.9,100.0,3.8,100.0,96.5,0.25,10.0
STU_00802,average,6,4.38,3.38,5.56,-2.18,66.1,65.0,66.5,80.4,60.5,4.5,56.9,39.3,5.39,4,1,0,1,53.5,31.8,65.3,13.7,60.7,31.8,0.62,1.17
STU_00803,above_avg,6,4.26,5.5,3.11,2.39,86.3,58.4,72.3,76.1,43.3,4.9,81.4,34.3,7.02,4,0,2,1,61.7,42.7,74.7,12.7,68.1,42.7,0.62,6.33
STU_00804,below_avg,4,1.3,0.55,2.58,-2.03,63.3,52.5,42.0,64.4,48.6,3.2,67.7,25.3,6.36,7,5,0,5,36.7,17.5,55.3,13.0,54.5,29.6,0.38,0.0
STU_00805,above_avg,7,5.69,5.0,6.38,-1.38,78.6,68.4,54.2,67.7,60.1,4.3,76.1,42.0,7.05,3,0,1,1,57.4,42.2,72.1,12.2,65.0,42.2,0.75,2.0
STU_00806,average,5,5.74,5.89,4.91,0.98,73.6,69.5,52.2,89.7,38.4,4.6,81.4,31.3,7.04,4,0,1,1,59.6,41.0,80.2,14.5,72.2,46.9,0.5,6.62
STU_00807,topper,7,9.47,10.0,10.0,0.0,82.7,95.6,94.0,100.0,100.0,9.4,68.8,81.2,7.38,3,0,3,0,93.8,90.4,100.0,4.4,95.5,90.4,0.75,10.0
STU_00808,struggling,5,0.0,0.0,0.0,0.0,34.1,20.0,18.9,15.5,17.7,0.2,38.4,15.0,6.33,4,4,0,4,14.3,4.4,30.7,10.8,4.6,24.1,0.5,0.0
STU_00809,struggling,6,0.12,0.0,0.0,0.0,36.2,21.2,6.9,0.0,24.0,2.0,50.5,7.4,5.47,4,4,0,4,7.6,2.0,15.6,5.8,9.4,2.0,0.62,0.0
STU_00810,below_avg,4,0.09,0.27,0.0,0.27,74.9,44.3,21.3,53.1,32.0,2.3,52.1,63.1,7.06,7,6,0,6,25.6,6.9,53.8,15.1,45.5,17.7,0.38,3.0
STU_00811,below_avg,4,2.11,0.73,3.58,-2.85,68.0,53.1,28.9,37.8,47.7,3.7,10.3,60.8,4.63,7,6,0,7,27.9,12.7,44.5,10.7,32.2,26.1,0.38,1.11
STU_00812,above_avg,7,7.22,6.83,7.38,-0.55,79.1,80.6,56.6,66.8,75.6,6.2,57.5,53.1,6.7,3,0,1,0,67.1,51.1,87.3,15.1,75.1,51.1,0.75,8.33
STU_00813,above_avg,5,6.21,6.33,5.18,1.15,91.1,78.4,48.6,66.6,60.4,7.9,87.8,0.0,5.87,4,0,0,1,57.2,49.8,65.7,6.3,55.3,59.2,0.5,6.75
STU_00814,struggling,6,0.0,0.0,0.0,0.0,51.2,32.8,10.8,23.4,39.7,0.2,28.5,13.0,7.04,4,4,0,4,20.9,4.8,36.5,13.0,26.3,4.8,0.62,0.67
STU_00815,strong,3,6.68,6.53,7.74,-1.21,86.0,82.5,61.1,75.9,54.0,6.8,63.0,43.0,6.51,6,0,2,0,63.3,51.3,85.4,11.6,78.3,55.8,0.25,7.41
STU_00816,topper,3,9.91,9.58,9.79,-0.21,91.9,94.6,92.6,89.4,87.8,10.1,56.8,22.8,5.36,6,0,6,0,86.1,73.1,94.1,6.4,90.7,83.8,0.25,10.0
STU_00817,struggling,3,0.1,0.0,0.21,-0.21,50.3,37.5,20.8,10.1,23.6,0.9,40.1,28.5,7.01,6,6,0,6,17.6,9.3,22.9,4.2,13.3,19.7,0.25,0.0
STU_00818,average,3,2.63,4.32,0.84,3.48,78.3,67.8,43.1,64.3,37.9,3.1,51.1,25.9,6.78,6,1,0,2,49.3,32.1,59.3,8.9,54.0,46.9,0.25,3.77
STU_00819,average,3,4.18,6.0,2.11,3.89,74.6,81.7,50.4,90.0,41.1,3.8,55.0,53.4,6.07,6,0,2,3,58.2,42.7,83.1,15.9,68.7,53.0,0.25,3.27
STU_00820,above_avg,5,4.72,5.89,2.23,3.66,78.1,80.5,64.6,66.7,58.6,7.4,74.1,20.2,6.08,4,0,0,1,56.3,40.8,68.3,10.6,58.0,54.5,0.5,7.12
STU_00821,below_avg,4,0.47,0.23,0.0,0.23,52.2,54.2,26.9,41.4,39.7,2.9,14.0,45.4,5.98,7,6,0,7,19.0,2.0,45.1,16.1,36.5,12.0,0.38,0.0
STU_00822,above_avg,6,5.79,7.5,3.0,4.5,71.1,79.3,79.3,54.5,56.2,7.4,62.4,44.6,5.89,4,0,2,0,68.7,57.1,77.7,8.0,69.7,65.7,0.62,8.0
STU_00823,average,4,3.34,3.86,2.74,1.12,77.1,70.3,49.9,32.4,45.5,4.9,54.0,22.9,5.81,7,1,0,6,43.4,32.7,52.2,5.6,45.2,42.7,0.38,5.89
STU_00824,below_avg,5,0.01,0.44,0.23,0.21,57.6,41.5,35.4,54.6,27.3,1.2,22.1,38.5,4.51,4,3,0,4,27.8,15.1,40.9,9.4,32.7,22.9,0.5,2.5
STU_00825,strong,4,9.35,9.09,9.58,-0.49,86.3,79.8,77.0,90.5,94.2,6.2,58.9,35.0,6.87,7,0,6,0,82.9,69.6,98.3,9.4,85.1,82.1,0.38,9.0
STU_00826,improving,3,5.72,6.42,3.74,2.68,77.6,78.2,65.4,80.4,50.5,8.2,50.2,39.6,6.18,6,0,3,2,62.9,44.3,88.1,15.4,71.8,58.4,0.25,6.91
STU_00827,topper,6,10.0,10.0,10.0,0.0,89.0,89.3,88.8,100.0,87.1,12.6,40.1,39.9,7.32,4,0,4,0,91.8,86.3,98.4,4.3,91.9,91.5,0.62,10.0
STU_00828,failing,7,0.7,0.0,1.38,-1.38,22.6,26.5,16.4,14.4,16.1,0.4,44.4,37.3,5.92,3,3,0,3,8.5,2.0,21.5,9.2,11.8,2.0,0.75,0.0
STU_00829,inconsistent,3,4.88,1.74,8.26,-6.52,85.1,62.9,43.8,63.9,58.9,2.0,64.0,10.8,5.61,6,4,1,4,44.0,23.9,76.0,16.3,57.8,37.1,0.25,3.18
STU_00830,average,3,5.84,4.26,6.84,-2.58,75.8,72.6,51.4,86.6,58.5,3.7,49.2,47.1,5.32,6,1,0,3,49.3,18.7,67.3,16.1,65.9,41.0,0.25,2.41
STU_00831,strong,3,8.49,8.63,8.11,0.52,87.7,70.1,70.4,66.7,73.8,6.7,61.9,51.7,7.23,6,0,4,0,77.1,62.9,87.9,9.9,75.0,78.2,0.25,8.55
STU_00832,above_avg,5,6.23,6.78,5.59,1.19,76.7,67.3,62.6,97.4,50.3,5.5,74.4,24.6,6.05,4,0,2,1,72.2,49.5,92.6,16.0,86.4,58.0,0.5,9.25
STU_00833,above_avg,6,6.28,5.75,7.0,-1.25,87.8,62.9,49.9,73.2,42.5,7.0,63.1,53.1,5.2,4,0,0,1,55.9,48.5,63.0,5.1,58.3,48.5,0.62,6.83
STU_00834,struggling,7,1.19,0.67,1.0,-0.33,61.5,20.0,20.3,40.2,32.3,0.3,46.2,27.2,6.75,3,2,0,3,16.3,2.0,40.7,17.3,23.5,2.0,0.75,0.67
STU_00835,above_avg,7,6.59,6.67,6.5,0.17,82.4,66.8,52.1,77.2,59.7,7.9,67.2,21.4,5.8,3,0,1,0,64.7,53.7,86.2,15.2,70.2,53.7,0.75,3.0
STU_00836,above_avg,5,6.68,6.78,6.95,-0.17,91.4,68.2,65.4,83.3,67.4,7.7,42.6,56.2,6.36,4,0,2,0,64.3,52.4,71.4,7.8,71.3,57.3,0.5,9.25
STU_00837,above_avg,3,5.46,6.37,4.26,2.11,73.5,64.8,60.1,72.3,79.0,4.3,65.7,79.8,5.38,6,0,2,2,61.6,40.9,78.3,13.6,72.2,56.4,0.25,5.36
STU_00838,topper,4,10.0,10.0,10.0,0.0,97.3,80.6,94.3,93.6,100.0,12.3,84.9,42.7,6.99,7,0,7,0,96.1,85.1,100.0,5.5,100.0,94.5,0.38,10.0
STU_00839,average,5,4.27,3.89,4.23,-0.34,71.7,58.1,52.3,74.7,39.1,5.8,81.3,33.2,4.74,4,1,2,1,59.5,37.1,77.7,16.3,75.0,44.1,0.5,6.88
STU_00840,above_avg,5,5.2,5.44,6.05,-0.61,73.9,79.8,64.1,74.4,63.6,6.2,53.8,81.9,6.37,4,0,0,2,58.4,46.3,69.8,10.8,69.2,47.7,0.5,6.0
STU_00841,inconsistent,3,4.42,3.47,5.42,-1.95,46.9,81.9,42.7,69.4,43.6,7.3,56.0,48.0,4.9,6,1,0,5,43.1,32.6,55.5,7.0,48.1,40.6,0.25,4.91
STU_00842,average,5,0.69,0.56,1.64,-1.08,67.1,51.3,43.6,52.2,58.7,3.3,59.4,22.2,7.24,4,3,0,4,37.6,30.4,46.1,5.6,41.6,33.7,0.5,6.25
STU_00843,topper,7,9.43,9.33,10.0,-0.67,93.5,92.9,86.9,81.7,88.6,10.1,87.9,64.8,5.98,3,0,3,0,86.7,79.7,100.0,9.4,90.2,79.7,0.75,10.0
STU_00844,inconsistent,7,3.12,4.33,2.0,2.33,65.3,81.1,36.3,28.9,55.8,2.8,75.3,10.4,6.63,3,1,0,2,34.9,4.6,52.0,21.5,28.3,48.0,0.75,0.67
STU_00845,struggling,4,0.12,0.0,0.0,0.0,39.8,36.4,21.8,27.7,31.1,1.6,37.1,49.2,4.81,7,7,0,7,16.2,2.0,36.7,12.1,19.6,14.9,0.38,0.0
STU_00846,improving,4,4.4,6.45,1.26,5.19,81.0,82.9,67.9,75.4,77.0,8.8,53.6,88.4,4.9,7,0,2,1,59.5,45.5,71.0,8.9,64.8,57.3,0.38,6.22
STU_00847,average,4,4.4,3.73,4.74,-1.01,64.4,62.6,28.3,31.8,32.4,2.2,73.6,44.5,5.53,7,3,0,3,46.5,30.5,65.0,12.3,42.4,48.1,0.38,2.67
STU_00848,improving,6,4.1,7.0,0.0,7.0,82.8,75.1,76.1,67.8,48.2,6.5,60.1,6.7,7.24,4,0,2,0,67.3,57.1,73.7,6.8,68.0,65.2,0.62,5.83
STU_00849,topper,3,9.48,9.37,8.95,0.42,89.5,89.5,80.0,91.1,98.0,12.5,67.0,58.1,7.25,6,0,6,0,84.9,70.8,94.9,8.7,92.2,81.3,0.25,9.77
STU_00850,strong,5,8.17,7.44,8.5,-1.06,92.0,84.1,80.1,90.2,84.6,6.6,39.2,62.2,6.07,4,0,2,0,75.7,65.6,97.0,12.7,85.5,65.9,0.5,8.0
STU_00851,failing,4,0.23,0.0,0.0,0.0,36.6,22.3,8.5,25.2,18.0,1.8,33.7,0.0,6.54,7,7,0,7,8.8,2.0,31.7,10.6,16.9,5.5,0.38,0.0
STU_00852,below_avg,4,0.74,0.91,0.95,-0.04,56.8,55.4,26.1,6.6,25.6,1.4,6.6,10.1,6.18,7,6,0,7,27.1,6.9,46.4,11.5,22.7,28.9,0.38,0.0
STU_00853,strong,4,8.27,8.64,8.32,0.32,79.8,86.2,75.1,96.9,61.0,6.2,83.3,72.2,6.41,7,0,6,0,75.9,66.0,86.9,6.3,79.7,74.3,0.38,10.0
STU_00854,average,4,3.76,3.55,2.26,1.29,81.7,61.1,43.8,34.0,42.7,2.2,57.6,43.8,6.37,7,2,0,4,42.8,20.2,60.5,13.6,48.6,40.4,0.38,5.78
STU_00855,above_avg,4,5.53,4.59,6.11,-1.52,73.8,75.5,51.9,71.5,58.5,4.6,54.9,37.6,5.07,7,1,0,3,53.0,39.4,63.1,9.4,59.3,50.5,0.38,3.89
STU_00856,average,5,7.28,8.0,5.09,2.91,82.2,59.6,70.1,85.4,43.7,2.0,49.1,0.0,4.0,4,0,3,1,69.8,45.2,83.4,14.6,75.2,64.3,0.5,7.0
STU_00857,improving,3,0.63,1.11,0.0,1.11,75.0,86.6,45.6,78.5,39.6,9.9,23.0,25.4,4.0,6,4,0,4,44.4,25.8,65.4,15.1,64.9,34.2,0.25,3.5
STU_00858,strong,6,8.41,8.5,8.33,0.17,82.7,89.3,80.9,92.8,78.8,8.0,77.5,12.2,5.44,4,0,3,0,80.0,64.3,90.0,9.5,85.2,64.3,0.62,10.0
STU_00859,strong,4,8.14,8.55,8.11,0.44,99.3,73.9,83.0,98.3,67.2,5.1,76.1,9.3,6.0,7,0,5,0,77.7,64.3,88.3,8.1,83.1,75.5,0.38,10.0
STU_00860,strong,4,8.73,8.55,8.53,0.02,84.7,81.0,76.0,85.5,88.8,9.8,53.7,21.7,5.39,7,0,6,0,80.1,56.2,93.0,12.7,90.4,75.9,0.38,9.89
STU_00861,strong,3,9.33,8.84,9.95,-1.11,88.9,80.5,69.4,81.6,81.4,7.8,58.1,100.0,6.24,6,0,5,0,77.6,63.7,85.9,8.1,81.3,75.7,0.25,9.82
STU_00862,above_avg,7,5.82,6.17,6.75,-0.58,85.9,62.0,65.1,59.5,53.6,5.2,75.3,43.0,5.87,3,0,0,0,57.8,54.4,63.6,4.1,59.0,55.4,0.75,6.83
STU_00863,strong,7,7.51,7.33,8.75,-1.42,90.3,86.9,83.9,74.5,51.2,7.5,82.5,0.0,5.65,3,0,2,0,69.4,67.3,70.4,1.5,70.4,67.3,0.75,6.17
STU_00864,below_avg,5,2.15,2.22,2.0,0.22,59.0,34.5,31.8,30.5,46.7,1.3,37.1,26.9,6.63,4,2,0,4,32.9,13.8,40.3,11.1,39.0,26.9,0.5,1.75
STU_00865,struggling,7,0.45,1.0,0.75,0.25,25.7,24.7,32.0,61.7,31.8,0.3,62.4,25.0,7.65,3,2,0,2,36.6,20.8,53.3,13.3,44.5,20.8,0.75,0.0
STU_00866,below_avg,3,2.31,2.05,1.89,0.16,53.1,45.0,46.9,76.1,65.9,1.8,42.9,1.9,5.78,6,3,1,5,40.1,8.4,79.2,21.5,62.8,28.8,0.25,2.32
STU_00867,average,5,1.76,1.67,1.64,0.03,82.1,67.3,46.9,68.5,58.0,2.6,49.3,45.4,5.77,4,2,1,2,51.4,30.1,74.8,17.5,67.8,34.9,0.5,2.5
STU_00868,topper,4,10.0,10.0,10.0,0.0,94.6,90.0,86.6,97.1,92.3,11.3,91.8,81.5,5.74,7,0,7,0,94.3,85.6,100.0,5.4,92.8,94.9,0.38,10.0
STU_00869,above_avg,5,6.93,6.78,6.82,-0.04,87.1,73.4,69.3,76.7,88.6,6.0,48.3,16.4,5.38,4,0,1,0,63.5,56.0,78.2,8.8,67.1,60.0,0.5,6.88
STU_00870,strong,6,6.14,7.0,6.33,0.67,93.0,93.6,77.3,74.5,95.1,5.1,20.7,6.9,6.18,4,0,2,0,69.0,59.3,82.2,8.6,72.3,59.3,0.62,8.0
STU_00871,above_avg,5,5.15,3.67,6.09,-2.42,89.8,60.6,45.3,67.5,75.8,4.3,59.7,28.8,6.8,4,1,0,2,52.5,37.9,67.5,10.8,61.9,43.2,0.5,2.38
STU_00872,average,4,1.94,1.95,2.84,-0.89,77.0,63.7,39.3,74.5,44.0,4.5,44.0,41.3,5.94,7,3,0,6,38.1,18.8,63.3,14.1,53.1,32.0,0.38,1.22
STU_00873,average,5,3.81,3.44,4.73,-1.29,73.3,51.9,39.0,35.7,57.1,4.3,32.8,17.9,7.45,4,2,0,4,40.1,32.1,49.1,6.1,35.0,45.2,0.5,3.38
STU_00874,topper,3,10.0,10.0,10.0,0.0,84.8,92.6,83.1,100.0,87.6,12.1,83.3,59.4,7.2,6,0,6,0,87.0,81.4,100.0,6.3,90.7,85.2,0.25,9.45
STU_00875,average,4,2.51,1.09,3.0,-1.91,76.2,59.4,29.2,42.1,55.3,4.4,67.9,35.1,6.69,7,5,0,7,32.9,21.7,45.9,7.8,37.3,31.2,0.38,2.67
STU_00876,average,5,7.1,6.11,7.23,-1.12,63.6,64.4,58.8,62.7,23.3,3.3,52.8,5.0,4.73,4,0,1,1,58.9,49.5,72.0,8.7,62.4,55.4,0.5,6.5
STU_00877,inconsistent,5,2.84,4.22,1.23,2.99,49.5,79.3,52.4,58.1,52.6,6.8,34.8,48.1,5.58,4,0,0,3,44.0,41.3,51.1,4.1,46.3,41.7,0.5,5.88
STU_00878,above_avg,7,5.63,6.33,5.38,0.95,85.8,67.1,62.0,33.4,53.1,7.4,42.8,17.8,5.72,3,0,0,0,61.8,54.0,67.2,5.7,65.8,54.0,0.75,4.83
STU_00879,below_avg,5,0.0,0.0,0.0,0.0,72.0,39.3,22.9,30.1,24.5,1.4,43.5,9.9,5.42,4,4,0,4,19.4,10.8,34.6,9.4,23.6,15.1,0.5,1.62
STU_00880,topper,4,8.95,8.55,9.58,-1.03,93.0,95.0,75.7,87.9,83.7,11.1,94.3,28.0,6.53,7,0,5,0,79.8,62.5,100.0,12.2,94.2,74.0,0.38,10.0
STU_00881,topper,4,8.87,8.5,8.95,-0.45,90.3,96.2,74.6,86.5,77.9,11.4,58.6,0.0,5.82,7,0,5,0,77.7,66.2,96.3,9.2,87.3,73.9,0.38,10.0
STU_00882,strong,4,8.04,8.32,8.42,-0.1,89.2,78.9,77.4,82.4,89.3,9.1,85.8,45.1,6.09,7,0,5,0,76.2,53.8,90.8,11.2,84.5,72.9,0.38,9.33
STU_00883,average,7,4.54,2.17,6.75,-4.58,70.4,65.3,48.3,56.0,53.7,5.3,52.3,25.3,7.44,3,1,0,1,50.6,38.4,62.5,9.8,56.8,38.4,0.75,3.5
STU_00884,average,4,0.83,1.32,0.0,1.32,66.5,70.5,35.1,56.9,60.5,3.1,39.9,23.5,6.04,7,4,0,7,34.6,2.5,46.7,14.1,44.0,30.8,0.38,0.89
STU_00885,failing,5,0.0,0.0,0.0,0.0,22.7,17.3,12.0,15.3,22.0,1.6,22.4,17.8,6.28,4,4,0,4,3.6,2.0,7.6,2.3,5.2,2.0,0.5,0.0
STU_00886,above_avg,5,4.95,5.56,4.27,1.29,69.3,83.5,56.7,70.5,55.1,6.3,83.3,59.0,6.97,4,0,0,1,56.7,44.0,64.0,7.7,62.5,50.8,0.5,4.62
STU_00887,failing,5,0.17,0.0,0.0,0.0,34.1,12.6,8.3,28.6,25.5,1.6,4.6,13.4,6.88,4,4,0,4,9.5,2.0,30.4,12.1,16.9,2.0,0.5,0.0
STU_00888,inconsistent,3,6.02,5.32,7.74,-2.42,64.7,49.2,65.3,78.6,74.2,8.7,67.8,44.5,5.34,6,1,3,3,60.9,38.2,83.0,18.0,79.2,51.7,0.25,8.23
STU_00889,below_avg,4,0.36,0.18,0.0,0.18,59.9,37.5,21.2,37.3,10.1,1.1,23.2,23.1,5.25,7,6,0,7,20.7,2.0,42.3,15.4,38.8,13.5,0.38,0.44
STU_00890,strong,7,7.14,6.5,8.38,-1.88,94.6,79.8,65.7,72.2,82.4,5.9,78.8,19.2,5.77,3,0,1,0,65.4,56.3,70.9,6.5,70.0,56.3,0.75,7.17
STU_00891,average,4,3.0,2.27,3.74,-1.47,64.5,67.3,39.9,39.4,61.2,5.1,85.9,19.2,5.15,7,4,0,5,41.5,25.3,63.9,12.6,46.0,39.6,0.38,3.0
STU_00892,above_avg,6,3.93,3.88,4.33,-0.45,83.4,66.6,53.1,69.9,56.8,4.4,25.0,30.7,6.41,4,1,1,2,51.8,26.3,80.8,19.5,60.2,26.3,0.62,4.67
STU_00893,struggling,7,0.95,1.0,0.62,0.38,33.9,38.5,22.5,46.3,28.4,2.5,33.1,38.3,5.69,3,2,0,2,23.7,2.0,53.2,21.6,34.5,2.0,0.75,0.67
STU_00894,average,3,5.23,5.21,6.21,-1.0,63.7,80.9,53.2,60.8,46.6,3.1,50.6,38.6,5.27,6,1,1,3,56.1,39.1,76.0,13.3,55.1,56.6,0.25,3.14
STU_00895,below_avg,7,1.57,1.0,1.62,-0.62,53.1,34.0,41.9,45.6,56.8,3.5,84.5,0.0,6.49,3,2,0,2,43.3,38.6,51.8,6.0,45.6,38.6,0.75,1.67
STU_00896,above_avg,3,6.14,5.95,6.79,-0.84,80.1,56.6,52.2,60.7,71.3,7.7,67.5,42.9,5.11,6,0,0,1,57.8,47.0,67.3,7.0,66.4,53.4,0.25,7.73
STU_00897,strong,6,7.24,7.0,7.22,-0.22,87.2,82.3,62.0,74.7,90.0,9.8,81.5,27.1,5.3,4,0,3,0,68.3,57.1,73.5,6.5,72.0,57.1,0.62,10.0
STU_00898,struggling,3,0.14,0.0,0.0,0.0,34.1,39.8,17.2,13.8,15.8,0.3,51.0,27.2,6.1,6,6,0,6,15.4,2.0,29.9,9.5,11.3,17.4,0.25,0.0
