student_id,subject_name,subject_code,semester,archetype,subject_score,attendance,assignment_score,quiz_average,lab_performance,previous_related_score,study_hours,difficulty_factor,cgpa,credits,is_practical,class_avg_score,score_vs_class_avg,trend_indicator,weakness_severity,needs_intervention
STU_00745,Operating Systems,OS401,4,strong,82.0,90.0,82.5,77.5,91.2,57.9,5.6,0.72,8.12,4,0,46.5,35.5,0,0,0
STU_00745,Computer Networks,CN401,4,strong,81.4,100.0,93.1,66.7,80.2,78.5,9.9,0.67,8.12,4,0,46.5,34.9,0,0,0
STU_00745,Software Engineering,SE401,4,strong,70.5,79.5,98.2,77.9,86.3,84.7,6.6,0.5,8.12,4,0,46.5,24.0,0,0,0
STU_00745,Microcontroller & Embedded Systems,MES401,4,strong,68.3,94.0,100.0,98.4,67.8,65.3,7.0,0.75,8.12,4,0,46.5,21.8,0,0,0
STU_00745,Microcontroller Lab,MESL401,4,strong,69.7,100.0,89.1,74.6,64.3,76.8,1.3,0.48,8.12,1,1,46.5,23.2,-1,0,0
STU_00745,Computer Networks Lab,CNL401,4,strong,72.9,79.2,76.6,54.6,96.2,67.0,1.6,0.43,8.12,1,1,46.5,26.4,1,0,0
STU_00746,Artificial Intelligence,ITPCC710,7,below_avg,5.8,54.5,83.7,8.0,1.6,41.2,5.2,0.7,3.4,4,0,66.4,-60.6,1,4,1
STU_00746,AI Laboratory,ITLBC711,7,below_avg,23.6,51.6,50.8,17.8,29.8,48.1,0.0,0.42,3.4,1,1,66.4,-42.8,-1,4,1
STU_00746,Data Analytics Lab,ITLBC712,7,below_avg,36.0,65.5,66.4,17.4,32.9,35.5,1.5,0.38,3.4,1,1,66.4,-30.4,0,2,0
STU_00747,Cryptography & Network Security,ITPCC611,6,struggling,2.0,63.0,48.4,0.0,0.0,20.0,0.2,0.8,2.46,4,0,53.5,-51.5,-1,4,1
STU_00747,Cryptography Lab,ITLBC608,6,struggling,9.3,69.6,42.0,15.1,7.4,29.7,0.0,0.48,2.46,1,1,53.5,-44.2,0,4,1
STU_00747,Data Science Laboratory,ITLBC609,6,struggling,30.0,63.1,42.2,18.3,46.6,33.8,0.8,0.4,2.46,1,1,53.5,-23.5,0,4,1
STU_00747,DevOps Laboratory,ITSBL603,6,struggling,50.4,55.8,45.2,54.7,72.5,23.5,0.3,0.46,2.46,2,1,53.5,-3.1,0,2,0
STU_00748,Artificial Intelligence,ITPCC710,7,average,30.0,74.7,69.6,29.5,38.4,37.8,7.4,0.7,5.94,4,0,54.2,-24.2,0,3,1
STU_00748,AI Laboratory,ITLBC711,7,average,67.1,66.3,60.9,63.5,84.2,59.2,1.4,0.42,5.94,1,1,54.2,12.9,-1,1,0
STU_00748,Data Analytics Lab,ITLBC712,7,average,53.1,64.9,73.4,58.7,66.6,51.0,0.9,0.38,5.94,1,1,54.2,-1.1,0,1,0
STU_00749,Cryptography & Network Security,ITPCC611,6,topper,92.4,93.9,90.1,87.4,78.3,67.5,15.0,0.8,10.0,4,0,50.5,41.9,0,0,0
STU_00749,Cryptography Lab,ITLBC608,6,topper,100.0,92.8,100.0,93.5,100.0,72.1,2.3,0.48,10.0,1,1,50.5,49.5,-1,0,0
STU_00749,Data Science Laboratory,ITLBC609,6,topper,100.0,100.0,92.3,96.1,100.0,100.0,2.4,0.4,10.0,1,1,50.5,49.5,1,0,0
STU_00749,DevOps Laboratory,ITSBL603,6,topper,99.4,97.8,100.0,100.0,100.0,74.0,9.9,0.46,10.0,2,1,50.5,48.9,0,0,0
STU_00750,Engineering Mathematics-IV,MATH401,4,below_avg,18.7,48.0,64.6,19.2,0.0,11.2,5.9,0.78,4.04,4,0,62.9,-44.2,1,4,1
STU_00750,Operating Systems,OS401,4,below_avg,50.5,62.2,58.1,27.1,38.8,35.6,5.2,0.72,4.04,4,0,62.9,-12.4,0,2,0
STU_00750,Computer Networks,CN401,4,below_avg,46.1,63.0,65.0,40.7,12.7,49.7,4.3,0.67,4.04,4,0,62.9,-16.8,1,2,0
STU_00750,Software Engineering,SE401,4,below_avg,27.3,54.4,56.1,29.6,45.2,52.8,5.1,0.5,4.04,4,0,62.9,-35.6,1,4,1
STU_00750,Microcontroller & Embedded Systems,MES401,4,below_avg,18.9,62.1,74.3,68.3,0.4,43.4,3.1,0.75,4.04,4,0,62.9,-44.0,0,3,1
STU_00750,Microcontroller Lab,MESL401,4,below_avg,55.1,58.9,47.5,64.0,62.1,17.3,0.9,0.48,4.04,1,1,62.9,-7.8,1,2,0
STU_00750,Computer Networks Lab,CNL401,4,below_avg,44.3,67.2,44.8,42.1,49.8,28.1,2.3,0.43,4.04,1,1,62.9,-18.6,0,2,0
STU_00751,Automata Theory,ITPCC509,5,struggling,2.0,41.4,11.0,0.0,0.0,8.0,0.0,0.85,2.56,4,0,62.8,-60.8,-1,4,1
STU_00751,Design & Analysis of Algorithms,ITPCC501,5,struggling,22.5,33.6,9.8,20.9,26.5,5.0,0.0,0.78,2.56,3,0,62.8,-40.3,0,4,1
STU_00751,Cloud Computing Laboratory,ITLBC506,5,struggling,26.7,35.2,20.6,19.0,28.6,24.6,0.4,0.44,2.56,1,1,62.8,-36.1,-1,4,1
STU_00751,Mobile App Development Lab,ITLBC507,5,struggling,20.2,36.8,47.3,6.0,26.1,17.4,1.6,0.46,2.56,1,1,62.8,-42.6,-1,4,1
STU_00752,Engineering Mathematics-IV,MATH401,4,strong,54.1,86.8,90.9,34.1,19.9,59.3,11.2,0.78,7.87,4,0,60.0,-5.9,1,2,0
STU_00752,Operating Systems,OS401,4,strong,62.7,81.8,82.2,67.8,65.2,54.7,7.6,0.72,7.87,4,0,60.0,2.7,0,1,0
STU_00752,Computer Networks,CN401,4,strong,69.1,92.9,84.4,49.2,71.2,56.6,7.0,0.67,7.87,4,0,60.0,9.1,-1,0,0
STU_00752,Software Engineering,SE401,4,strong,46.3,86.8,75.5,31.3,25.2,61.4,12.7,0.5,7.87,4,0,60.0,-13.7,1,2,1
STU_00752,Microcontroller & Embedded Systems,MES401,4,strong,75.7,89.0,77.6,57.7,45.3,46.6,11.1,0.75,7.87,4,0,60.0,15.7,0,0,0
STU_00752,Microcontroller Lab,MESL401,4,strong,91.7,86.8,85.5,96.6,100.0,92.8,2.6,0.48,7.87,1,1,60.0,31.7,0,0,0
STU_00752,Computer Networks Lab,CNL401,4,strong,57.4,91.3,96.0,70.5,74.3,68.3,0.6,0.43,7.87,1,1,60.0,-2.6,1,0,0
STU_00753,Engineering Mathematics-III,MATH301,3,failing,2.0,18.1,51.3,15.9,0.0,10.8,0.0,0.82,2.46,4,0,46.5,-44.5,0,4,1
STU_00753,Data Structures and Algorithms,DSA301,3,failing,2.0,15.7,35.6,0.0,0.0,43.1,2.9,0.68,2.46,4,0,46.5,-44.5,-1,4,1
STU_00753,Database Management Systems,DBMS301,3,failing,18.5,18.6,27.7,22.8,9.7,21.3,3.1,0.58,2.46,4,0,46.5,-28.0,0,4,1
STU_00753,Digital Logic & Design,DLDA301,3,failing,2.0,13.4,0.0,9.8,0.0,28.4,0.1,0.65,2.46,4,0,46.5,-44.5,-1,4,1
STU_00753,Python Programming,PYTHON301,3,failing,9.0,36.3,0.0,21.3,38.4,5.0,0.0,0.38,2.46,2,1,46.5,-37.5,-1,4,1
STU_00753,DSA Laboratory,DSAL301,3,failing,13.5,17.7,33.9,18.6,21.1,24.4,0.2,0.42,2.46,1,1,46.5,-33.0,0,4,1
STU_00754,Engineering Mathematics-IV,MATH401,4,topper,81.9,100.0,100.0,86.0,63.1,91.2,11.3,0.78,8.13,4,0,55.9,26.0,1,0,0
STU_00754,Operating Systems,OS401,4,topper,83.1,89.9,76.2,82.0,100.0,49.7,11.6,0.72,8.13,4,0,55.9,27.2,0,0,0
STU_00754,Computer Networks,CN401,4,topper,86.1,94.7,87.0,73.5,82.2,57.1,13.0,0.67,8.13,4,0,55.9,30.2,0,0,0
STU_00754,Software Engineering,SE401,4,topper,84.8,90.0,64.1,83.7,93.9,58.2,13.8,0.5,8.13,4,0,55.9,28.9,0,0,0
STU_00754,Microcontroller & Embedded Systems,MES401,4,topper,82.3,77.8,69.8,86.7,83.8,97.1,11.5,0.75,8.13,4,0,55.9,26.4,1,0,0
STU_00754,Microcontroller Lab,MESL401,4,topper,95.9,89.9,84.6,100.0,100.0,84.4,1.3,0.48,8.13,1,1,55.9,40.0,0,0,0
STU_00754,Computer Networks Lab,CNL401,4,topper,99.5,97.1,88.2,100.0,100.0,69.8,3.6,0.43,8.13,1,1,55.9,43.6,1,0,0
STU_00755,Automata Theory,ITPCC509,5,average,42.9,58.2,43.8,37.2,43.1,53.1,9.6,0.85,4.79,4,0,38.4,4.5,1,3,1
STU_00755,Design & Analysis of Algorithms,ITPCC501,5,average,27.2,71.3,59.5,9.4,1.0,54.5,6.0,0.78,4.79,3,0,38.4,-11.2,1,3,1
STU_00755,Cloud Computing Laboratory,ITLBC506,5,average,47.2,69.2,51.2,64.3,39.6,44.0,4.4,0.44,4.79,1,1,38.4,8.8,0,1,0
STU_00755,Mobile App Development Lab,ITLBC507,5,average,55.0,70.7,58.5,63.3,65.3,53.5,1.5,0.46,4.79,1,1,38.4,16.6,0,1,0
STU_00756,Engineering Mathematics-IV,MATH401,4,average,44.7,77.5,65.0,33.0,48.8,21.8,3.7,0.78,5.34,4,0,59.8,-15.1,-1,3,1
STU_00756,Operating Systems,OS401,4,average,38.3,44.2,56.7,42.4,16.7,58.3,5.9,0.72,5.34,4,0,59.8,-21.5,-1,3,1
STU_00756,Computer Networks,CN401,4,average,28.9,52.4,65.5,60.4,23.6,64.5,3.4,0.67,5.34,4,0,59.8,-30.9,-1,3,1
STU_00756,Software Engineering,SE401,4,average,59.9,58.1,47.9,75.5,98.0,30.2,5.6,0.5,5.34,4,0,59.8,0.1,0,1,0
STU_00756,Microcontroller & Embedded Systems,MES401,4,average,35.5,66.9,74.0,40.9,0.0,57.5,4.3,0.75,5.34,4,0,59.8,-24.3,0,2,1
STU_00756,Microcontroller Lab,MESL401,4,average,48.1,65.1,65.2,57.2,64.6,69.5,3.3,0.48,5.34,1,1,59.8,-11.7,0,2,0
STU_00756,Computer Networks Lab,CNL401,4,average,63.6,56.0,70.9,59.5,62.5,51.9,0.2,0.43,5.34,1,1,59.8,3.8,1,1,0
STU_00757,Engineering Mathematics-IV,MATH401,4,average,37.5,77.7,62.5,21.0,41.6,42.4,6.4,0.78,4.09,4,0,72.6,-35.1,0,2,1
STU_00757,Operating Systems,OS401,4,average,27.8,71.7,59.7,31.0,31.6,36.8,8.8,0.72,4.09,4,0,72.6,-44.8,1,3,1
STU_00757,Computer Networks,CN401,4,average,13.3,80.0,61.1,20.7,9.0,34.9,7.7,0.67,4.09,4,0,72.6,-59.3,0,3,1
STU_00757,Software Engineering,SE401,4,average,32.2,70.8,80.6,30.5,37.8,36.2,3.7,0.5,4.09,4,0,72.6,-40.4,0,3,1
STU_00757,Microcontroller & Embedded Systems,MES401,4,average,42.2,79.5,56.7,42.7,66.1,51.6,10.2,0.75,4.09,4,0,72.6,-30.4,0,3,1
STU_00757,Microcontroller Lab,MESL401,4,average,25.1,88.6,57.4,27.0,40.8,43.5,2.4,0.48,4.09,1,1,72.6,-47.5,1,3,1
STU_00757,Computer Networks Lab,CNL401,4,average,41.9,71.6,79.8,57.3,65.3,27.2,4.1,0.43,4.09,1,1,72.6,-30.7,0,2,1
STU_00758,Engineering Mathematics-IV,MATH401,4,below_avg,23.5,70.4,62.6,9.0,22.0,9.0,3.0,0.78,4.28,4,0,58.8,-35.3,-1,3,1
STU_00758,Operating Systems,OS401,4,below_avg,19.2,53.7,34.3,35.8,30.9,32.8,3.8,0.72,4.28,4,0,58.8,-39.6,-1,4,1
STU_00758,Computer Networks,CN401,4,below_avg,38.1,71.2,47.5,78.5,27.6,51.0,6.7,0.67,4.28,4,0,58.8,-20.7,0,2,1
STU_00758,Software Engineering,SE401,4,below_avg,25.8,63.3,40.0,12.0,3.1,45.0,6.3,0.5,4.28,4,0,58.8,-33.0,0,3,1
STU_00758,Microcontroller & Embedded Systems,MES401,4,below_avg,27.7,70.1,53.5,25.0,47.7,27.7,5.3,0.75,4.28,4,0,58.8,-31.1,0,3,1
STU_00758,Microcontroller Lab,MESL401,4,below_avg,55.3,53.0,51.0,87.9,72.5,41.4,2.4,0.48,4.28,1,1,58.8,-3.5,0,1,0
STU_00758,Computer Networks Lab,CNL401,4,below_avg,49.5,65.0,59.2,58.3,65.4,33.6,2.7,0.43,4.28,1,1,58.8,-9.3,0,2,1
STU_00759,Engineering Mathematics-IV,MATH401,4,above_avg,68.5,70.0,44.9,55.6,49.1,49.7,7.8,0.78,6.39,4,0,56.5,12.0,0,1,0
STU_00759,Operating Systems,OS401,4,above_avg,48.8,79.3,66.5,47.8,56.5,68.5,8.2,0.72,6.39,4,0,56.5,-7.7,0,1,0
STU_00759,Computer Networks,CN401,4,above_avg,48.3,70.7,73.2,33.1,24.3,73.8,8.4,0.67,6.39,4,0,56.5,-8.2,0,1,0
STU_00759,Software Engineering,SE401,4,above_avg,58.1,95.2,75.2,75.4,75.0,56.4,11.5,0.5,6.39,4,0,56.5,1.6,0,1,0
STU_00759,Microcontroller & Embedded Systems,MES401,4,above_avg,58.4,79.5,66.5,77.8,53.2,60.9,9.9,0.75,6.39,4,0,56.5,1.9,0,1,0
STU_00759,Microcontroller Lab,MESL401,4,above_avg,55.5,69.9,60.5,72.8,52.9,31.6,1.9,0.48,6.39,1,1,56.5,-1.0,1,1,0
STU_00759,Computer Networks Lab,CNL401,4,above_avg,61.7,75.8,65.2,59.7,52.7,71.4,5.6,0.43,6.39,1,1,56.5,5.2,0,0,0
STU_00760,Engineering Mathematics-III,MATH301,3,average,54.6,67.8,44.7,44.7,65.0,42.4,6.3,0.82,5.02,4,0,40.6,14.0,-1,2,0
STU_00760,Data Structures and Algorithms,DSA301,3,average,45.1,70.8,43.2,69.4,29.0,29.0,9.4,0.68,5.02,4,0,40.6,4.5,-1,1,0
STU_00760,Database Management Systems,DBMS301,3,average,46.6,67.6,58.2,25.5,21.4,41.8,7.2,0.58,5.02,4,0,40.6,6.0,1,2,0
STU_00760,Digital Logic & Design,DLDA301,3,average,26.2,69.6,41.6,30.4,0.0,56.7,4.9,0.65,5.02,4,0,40.6,-14.4,1,3,1
STU_00760,Python Programming,PYTHON301,3,average,72.0,61.5,68.0,79.4,89.3,34.2,4.0,0.38,5.02,2,1,40.6,31.4,0,1,0
STU_00760,DSA Laboratory,DSAL301,3,average,51.1,74.7,45.1,53.8,61.2,54.5,3.3,0.42,5.02,1,1,40.6,10.5,0,2,0
STU_00761,Engineering Mathematics-III,MATH301,3,average,38.4,63.0,74.0,9.3,8.6,44.1,7.2,0.82,4.74,4,0,53.9,-15.5,1,3,1
STU_00761,Data Structures and Algorithms,DSA301,3,average,41.0,73.8,57.2,28.8,28.7,24.8,7.3,0.68,4.74,4,0,53.9,-12.9,0,3,1
STU_00761,Database Management Systems,DBMS301,3,average,25.2,60.8,73.7,27.8,36.4,46.6,7.3,0.58,4.74,4,0,53.9,-28.7,0,2,0
STU_00761,Digital Logic & Design,DLDA301,3,average,42.6,59.9,76.2,32.1,46.6,62.7,5.8,0.65,4.74,4,0,53.9,-11.3,1,3,1
STU_00761,Python Programming,PYTHON301,3,average,52.5,69.5,85.0,69.3,57.4,44.3,5.2,0.38,4.74,2,1,53.9,-1.4,-1,1,0
STU_00761,DSA Laboratory,DSAL301,3,average,59.2,71.2,76.6,64.2,82.1,53.7,0.0,0.42,4.74,1,1,53.9,5.3,0,1,0
STU_00762,Engineering Mathematics-IV,MATH401,4,average,30.9,53.5,59.1,55.5,20.8,29.2,3.6,0.78,4.7,4,0,56.4,-25.5,-1,3,1
STU_00762,Operating Systems,OS401,4,average,2.0,66.3,55.5,26.0,5.8,47.3,2.7,0.72,4.7,4,0,56.4,-54.4,0,3,1
STU_00762,Computer Networks,CN401,4,average,41.3,74.5,66.9,29.5,18.6,55.9,5.6,0.67,4.7,4,0,56.4,-15.1,0,3,1
STU_00762,Software Engineering,SE401,4,average,28.4,72.4,61.0,27.9,44.9,28.3,4.9,0.5,4.7,4,0,56.4,-28.0,0,3,1
STU_00762,Microcontroller & Embedded Systems,MES401,4,average,41.6,70.9,52.4,19.8,53.9,40.0,3.9,0.75,4.7,4,0,56.4,-14.8,0,2,1
STU_00762,Microcontroller Lab,MESL401,4,average,53.8,64.1,70.5,89.2,54.7,45.6,0.7,0.48,4.7,1,1,56.4,-2.6,0,1,0
STU_00762,Computer Networks Lab,CNL401,4,average,60.4,66.3,60.2,72.6,76.2,43.9,2.3,0.43,4.7,1,1,56.4,4.0,1,1,0
STU_00763,Engineering Mathematics-IV,MATH401,4,average,44.5,61.3,61.3,44.4,0.5,30.1,6.4,0.78,4.92,4,0,62.6,-18.1,0,3,1
STU_00763,Operating Systems,OS401,4,average,21.4,83.5,56.3,8.6,18.7,29.9,4.6,0.72,4.92,4,0,62.6,-41.2,0,3,1
STU_00763,Computer Networks,CN401,4,average,28.9,75.8,76.6,18.0,45.6,51.5,2.0,0.67,4.92,4,0,62.6,-33.7,1,3,1
STU_00763,Software Engineering,SE401,4,average,47.3,73.4,58.3,35.4,55.1,47.0,4.5,0.5,4.92,4,0,62.6,-15.3,0,2,1
STU_00763,Microcontroller & Embedded Systems,MES401,4,average,42.5,58.4,65.5,33.7,33.5,17.5,3.6,0.75,4.92,4,0,62.6,-20.1,0,3,1
STU_00763,Microcontroller Lab,MESL401,4,average,44.9,75.9,67.7,13.7,47.6,39.5,0.0,0.48,4.92,1,1,62.6,-17.7,-1,3,1
STU_00763,Computer Networks Lab,CNL401,4,average,60.9,84.1,78.0,90.0,62.0,13.3,2.7,0.43,4.92,1,1,62.6,-1.7,-1,0,0
STU_00764,Automata Theory,ITPCC509,5,strong,54.9,79.7,96.5,49.2,52.0,70.2,9.5,0.85,6.93,4,0,51.3,3.6,-1,1,0
STU_00764,Design & Analysis of Algorithms,ITPCC501,5,strong,74.8,88.7,84.6,81.8,79.2,58.4,7.9,0.78,6.93,3,0,51.3,23.5,0,0,0
STU_00764,Cloud Computing Laboratory,ITLBC506,5,strong,97.1,86.7,83.8,92.7,100.0,67.3,3.2,0.44,6.93,1,1,51.3,45.8,0,0,0
STU_00764,Mobile App Development Lab,ITLBC507,5,strong,68.9,99.8,100.0,66.6,82.1,40.8,4.3,0.46,6.93,1,1,51.3,17.6,0,0,0
STU_00765,Engineering Mathematics-IV,MATH401,4,inconsistent,21.6,67.4,41.5,23.7,0.0,33.3,4.9,0.78,3.7,4,0,35.6,-14.0,-1,4,1
STU_00765,Operating Systems,OS401,4,inconsistent,15.2,47.4,64.0,0.0,0.0,24.4,5.3,0.72,3.7,4,0,35.6,-20.4,1,4,1
STU_00765,Computer Networks,CN401,4,inconsistent,43.4,49.8,66.0,30.0,35.7,40.0,0.9,0.67,3.7,4,0,35.6,7.8,-1,3,1
STU_00765,Software Engineering,SE401,4,inconsistent,35.8,55.1,63.3,27.8,12.0,58.2,6.6,0.5,3.7,4,0,35.6,0.2,-1,3,1
STU_00765,Microcontroller & Embedded Systems,MES401,4,inconsistent,14.5,47.5,60.5,5.2,31.1,44.9,5.3,0.75,3.7,4,0,35.6,-21.1,-1,4,1
STU_00765,Microcontroller Lab,MESL401,4,inconsistent,33.5,57.0,79.1,23.4,39.1,37.8,0.0,0.48,3.7,1,1,35.6,-2.1,0,3,1
STU_00765,Computer Networks Lab,CNL401,4,inconsistent,2.0,55.8,62.5,0.0,0.0,28.9,0.0,0.43,3.7,1,1,35.6,-33.6,0,4,1
STU_00766,Engineering Mathematics-IV,MATH401,4,average,44.5,75.2,66.0,20.8,50.3,55.6,1.8,0.78,6.64,4,0,60.6,-16.1,1,2,1
STU_00766,Operating Systems,OS401,4,average,40.1,71.4,45.7,40.2,38.7,67.8,7.0,0.72,6.64,4,0,60.6,-20.5,1,3,1
STU_00766,Computer Networks,CN401,4,average,64.9,74.2,66.2,76.6,69.8,55.9,5.4,0.67,6.64,4,0,60.6,4.3,0,1,0
STU_00766,Software Engineering,SE401,4,average,45.0,81.5,68.9,56.6,34.2,55.9,5.8,0.5,6.64,4,0,60.6,-15.6,-1,2,0
STU_00766,Microcontroller & Embedded Systems,MES401,4,average,27.6,70.0,78.3,46.1,34.0,45.0,1.2,0.75,6.64,4,0,60.6,-33.0,0,3,1
STU_00766,Microcontroller Lab,MESL401,4,average,57.8,73.0,68.2,56.8,65.4,47.3,0.0,0.48,6.64,1,1,60.6,-2.8,0,1,0
STU_00766,Computer Networks Lab,CNL401,4,average,56.0,76.7,49.3,76.3,70.1,43.8,0.9,0.43,6.64,1,1,60.6,-4.6,1,1,0
STU_00767,Automata Theory,ITPCC509,5,above_avg,26.4,98.4,64.7,40.6,48.8,44.1,8.0,0.85,6.45,4,0,53.9,-27.5,0,3,1
STU_00767,Design & Analysis of Algorithms,ITPCC501,5,above_avg,63.9,76.4,36.2,55.0,63.4,64.3,5.6,0.78,6.45,3,0,53.9,10.0,1,1,0
STU_00767,Cloud Computing Laboratory,ITLBC506,5,above_avg,63.4,77.1,53.9,73.6,77.1,72.6,3.0,0.44,6.45,1,1,53.9,9.5,1,1,0
STU_00767,Mobile App Development Lab,ITLBC507,5,above_avg,75.7,78.7,55.3,90.5,58.1,58.1,1.2,0.46,6.45,1,1,53.9,21.8,1,0,0
STU_00768,Engineering Mathematics-IV,MATH401,4,average,32.3,84.3,81.4,36.0,46.3,27.5,4.0,0.78,4.74,4,0,59.1,-26.8,0,3,1
STU_00768,Operating Systems,OS401,4,average,48.5,65.8,74.6,26.1,17.4,53.6,2.7,0.72,4.74,4,0,59.1,-10.6,-1,2,1
STU_00768,Computer Networks,CN401,4,average,42.1,57.4,71.5,49.4,54.8,44.6,4.4,0.67,4.74,4,0,59.1,-17.0,1,2,1
STU_00768,Software Engineering,SE401,4,average,40.6,59.5,71.3,41.6,35.6,44.6,5.2,0.5,4.74,4,0,59.1,-18.5,0,2,1
STU_00768,Microcontroller & Embedded Systems,MES401,4,average,47.2,66.0,80.2,0.0,47.8,39.1,1.7,0.75,4.74,4,0,59.1,-11.9,1,2,0
STU_00768,Microcontroller Lab,MESL401,4,average,23.4,53.4,72.8,0.6,44.6,56.1,3.9,0.48,4.74,1,1,59.1,-35.7,0,4,1
STU_00768,Computer Networks Lab,CNL401,4,average,49.3,63.9,76.7,47.1,59.6,57.9,2.0,0.43,4.74,1,1,59.1,-9.8,0,2,1
STU_00769,Engineering Mathematics-III,MATH301,3,above_avg,38.5,80.5,84.7,22.9,21.9,58.3,4.4,0.82,6.27,4,0,64.1,-25.6,0,3,1
STU_00769,Data Structures and Algorithms,DSA301,3,above_avg,47.6,80.8,89.9,66.6,86.6,60.8,8.2,0.68,6.27,4,0,64.1,-16.5,1,1,0
STU_00769,Database Management Systems,DBMS301,3,above_avg,46.7,91.4,94.6,47.1,19.0,46.9,3.9,0.58,6.27,4,0,64.1,-17.4,-1,1,0
STU_00769,Digital Logic & Design,DLDA301,3,above_avg,48.6,88.9,71.4,43.7,31.2,57.8,4.8,0.65,6.27,4,0,64.1,-15.5,-1,1,0
STU_00769,Python Programming,PYTHON301,3,above_avg,70.6,85.7,84.6,93.1,75.6,55.3,3.6,0.38,6.27,2,1,64.1,6.5,-1,0,0
STU_00769,DSA Laboratory,DSAL301,3,above_avg,82.3,89.1,89.2,82.7,100.0,54.0,2.4,0.42,6.27,1,1,64.1,18.2,-1,0,0
STU_00770,Engineering Mathematics-III,MATH301,3,average,26.6,68.8,75.2,23.8,26.0,64.8,7.0,0.82,6.23,4,0,63.4,-36.8,0,3,1
STU_00770,Data Structures and Algorithms,DSA301,3,average,35.6,64.9,68.7,37.4,39.4,44.9,9.6,0.68,6.23,4,0,63.4,-27.8,0,3,1
STU_00770,Database Management Systems,DBMS301,3,average,30.5,67.5,76.5,26.9,18.9,47.3,4.8,0.58,6.23,4,0,63.4,-32.9,0,3,1
STU_00770,Digital Logic & Design,DLDA301,3,average,41.5,69.9,59.1,35.8,33.9,53.5,5.6,0.65,6.23,4,0,63.4,-21.9,0,2,1
STU_00770,Python Programming,PYTHON301,3,average,41.8,60.7,69.1,32.4,20.4,44.2,1.1,0.38,6.23,2,1,63.4,-21.6,-1,3,1
STU_00770,DSA Laboratory,DSAL301,3,average,57.6,77.3,65.5,62.7,60.0,44.3,2.3,0.42,6.23,1,1,63.4,-5.8,1,1,0
STU_00771,Engineering Mathematics-III,MATH301,3,above_avg,52.4,76.6,66.1,41.7,44.0,55.1,8.0,0.82,5.5,4,0,61.4,-9.0,0,1,0
STU_00771,Data Structures and Algorithms,DSA301,3,above_avg,36.8,100.0,47.9,39.4,27.9,47.4,6.8,0.68,5.5,4,0,61.4,-24.6,1,3,1
STU_00771,Database Management Systems,DBMS301,3,above_avg,45.0,71.2,67.5,72.3,31.1,77.1,10.7,0.58,5.5,4,0,61.4,-16.4,-1,1,0
STU_00771,Digital Logic & Design,DLDA301,3,above_avg,70.2,98.7,58.8,98.2,50.0,46.4,8.7,0.65,5.5,4,0,61.4,8.8,-1,0,0
STU_00771,Python Programming,PYTHON301,3,above_avg,67.2,72.2,78.2,51.8,48.7,46.6,4.2,0.38,5.5,2,1,61.4,5.8,1,0,0
STU_00771,DSA Laboratory,DSAL301,3,above_avg,54.7,100.0,78.2,52.6,70.8,59.0,0.7,0.42,5.5,1,1,61.4,-6.7,1,1,0
STU_00772,Automata Theory,ITPCC509,5,strong,75.4,90.2,91.2,64.3,62.7,72.0,13.9,0.85,10.0,4,0,69.9,5.5,1,0,0
STU_00772,Design & Analysis of Algorithms,ITPCC501,5,strong,58.4,83.1,100.0,81.5,66.7,51.3,10.5,0.78,10.0,3,0,69.9,-11.5,0,0,0
STU_00772,Cloud Computing Laboratory,ITLBC506,5,strong,78.1,89.4,80.6,86.0,80.2,68.7,2.1,0.44,10.0,1,1,69.9,8.2,0,0,0
STU_00772,Mobile App Development Lab,ITLBC507,5,strong,91.4,95.3,75.0,84.1,100.0,67.8,3.1,0.46,10.0,1,1,69.9,21.5,1,0,0
STU_00773,Cryptography & Network Security,ITPCC611,6,average,32.0,88.7,70.8,25.7,57.1,31.9,3.0,0.8,5.51,4,0,59.9,-27.9,0,3,1
STU_00773,Cryptography Lab,ITLBC608,6,average,46.7,81.0,59.7,72.4,61.1,43.8,3.5,0.48,5.51,1,1,59.9,-13.2,0,1,0
STU_00773,Data Science Laboratory,ITLBC609,6,average,60.2,94.3,81.4,35.6,63.2,52.5,0.0,0.4,5.51,1,1,59.9,0.3,0,0,0
STU_00773,DevOps Laboratory,ITSBL603,6,average,49.9,83.9,79.3,82.7,49.0,39.0,0.9,0.46,5.51,2,1,59.9,-10.0,1,1,0
STU_00774,Engineering Mathematics-III,MATH301,3,average,33.0,48.9,77.0,5.4,38.1,60.5,3.4,0.82,4.36,4,0,56.3,-23.3,0,4,1
STU_00774,Data Structures and Algorithms,DSA301,3,average,52.4,67.2,41.4,69.0,63.2,48.2,5.6,0.68,4.36,4,0,56.3,-3.9,-1,2,0
STU_00774,Database Management Systems,DBMS301,3,average,77.4,66.0,70.4,89.5,81.8,45.1,5.2,0.58,4.36,4,0,56.3,21.1,1,0,0
STU_00774,Digital Logic & Design,DLDA301,3,average,31.7,63.3,46.1,28.1,9.1,38.6,7.9,0.65,4.36,4,0,56.3,-24.6,0,4,1
STU_00774,Python Programming,PYTHON301,3,average,48.3,70.3,66.8,60.2,56.3,59.5,2.3,0.38,4.36,2,1,56.3,-8.0,1,2,1
STU_00774,DSA Laboratory,DSAL301,3,average,32.6,59.7,53.3,12.8,43.9,31.5,0.0,0.42,4.36,1,1,56.3,-23.7,-1,3,1
